saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
39.165.152.5,/,1.0,2.0,2.0,2.05 Content,58996.0,ff64,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",136.0,3.0,False
39.165.152.5,/qlink/searchdevice,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/netinfo,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/searchack,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/device/command/unbind,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/device/command/file,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/aoslink/Discovery,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/device/command/log,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/device/command/selfdetect,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/searchdevice?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/searchRouter?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/guide?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/request?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/device/inform/data,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/regist?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/qlink/success?true,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/WiFiParameterSync,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/WiFiSwitch,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/RadioConfig,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/WPS,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/MacFilter,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/Reboot,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/LEDControl,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/control/RoamingConfig,,,,,,,,Network error: ConRetransmitsExceeded,,,
39.165.152.5,/apdevice/query/ApConfigInfo,1.0,2.0,2.0,2.05 Content,6409.0,250c,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""hardwareVersion"":	""RAX3000H_V1"",
		""softwareVersion"":	""RAX3000H-HS.ZD.01"",
		""WorkingMode"":	1,
		""FlashSize"":	128,
		""RamSize"":	256,
		""CPUOccupancyRate"":	26,
		""CPUTemperature"":	62,
		""RamOccupancyRate"":	52,
		""UpTime"":	""494756"",
		""MacFilterEnable"":	1,
		""MacFilterPolicy"":	0,
		""MacFilterEntries"":	"""",
		""LEDOnOff"":	1,
		""BandSteeringStatus"":	0,
		""RSSIThreshold"":	""-30"",
		""RSSIThreshold5G"":	""-75"",
		""RoamingSwitch"":	0,
		""LowRSSI2.4G"":	0,
		""LowRSSI5G"":	0,
		""IPv6ConnStatus"":	""Unconnected"",
		""IPv6IPAddressOrigin"":	""AutoConfigured"",
		""IPv6IPAddress"":	"""",
		""IPv6DNSServers"":	"""",
		""IPv6PrefixDelegationEnabled"":	""TRUE"",
		""IPv6PrefixOrigin"":	""PrefixDelegation"",
		""IPv6Prefix"":	"""",
		""IPv6PrefixPltime"":	0,
		""IPv6PrefixVltime"":	0,
		""DefaultIPv6Gateway"":	"""",
		""Dslite_Enable"":	""FALSE"",
		""IPv6Status"":	1,
		""SyncCode"":	""0"",
		""Radios"":	[{
				""Radio"":	""2.4G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""NoiseLevel"":	""-92"",
				""LoadRate"":	43,
				""InterferencePercent"":	43,
				""Channel"":	""6"",
				""Bandwidth"":	1
			}, {
				""Radio"":	""5G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""NoiseLevel"":	""-84"",
				""LoadRate"":	67,
				""InterferencePercent"":	67,
				""Channel"":	""64"",
				""Bandwidth"":	0
			}],
		""Configurations"":	[{
				""Radio"":	""2.4G"",
				""Index"":	1,
				""Enable"":	1,
				""SSID"":	""CMCC-jtmF"",
				""SecurityMode"":	""MIXED-WPA2WPA3"",
				""Pwd"":	""C55EF73K"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	1,
				""SSIDStandard"":	""11b/g/n/ax""
			}, {
				""Radio"":	""2.4G"",
				""Index"":	2,
				""Enable"":	1,
				""SSID"":	""CMCC-GUIDE-LINK"",
				""SecurityMode"":	""WPA2-Personal"",
				""Pwd"":	"">fk2XZwL"",
				""Encrypt"":	3,
				""MaxAssociateNum"":	10,
				""SSIDAdvertisementEnabled"":	0,
				""SSIDStandard"":	""11b/g/n/ax""
			}, {
				""Radio"":	""2.4G"",
				""Index"":	3,
				""Enable"":	0,
				""SSID"":	""CMCC-jtmF_Guest"",
				""SecurityMode"":	""None"",
				""Pwd"":	"""",
				""Encrypt"":	0,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	1,
				""SSIDStandard"":	""11b/g/n/ax""
			}, {
				""Radio"":	""2.4G"",
				""Index"":	4,
				""Enable"":	0,
				""SSID"":	""CMCC-QLINK"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Pwd"":	""C55EF73K"",
				""Encrypt"":	0,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	0,
				""SSIDStandard"":	""11b/g/n/ax""
			}, {
				""Radio"":	""5G"",
				""Index"":	5,
				""Enable"":	1,
				""SSID"":	""CMCC-jtmF-5G"",
				""SecurityMode"":	""MIXED-WPA2WPA3"",
				""Pwd"":	""C55EF73K"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	1,
				""SSIDStandard"":	""11a/n/ac/ax""
			}, {
				""Radio"":	""5G"",
				""Index"":	6,
				""Enable"":	1,
				""SSID"":	""CMCC-Mesh-DE57"",
				""SecurityMode"":	""WPA2-Personal"",
				""Pwd"":	""2LpbgFaQ"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	0,
				""SSIDStandard"":	""11a/n/ac/ax""
			}, {
				""Radio"":	""5G"",
				""Index"":	7,
				""Enable"":	0,
				""SSID"":	""CMCC-jtmF-5G_Guest"",
				""SecurityMode"":	""None"",
				""Pwd"":	"""",
				""Encrypt"":	0,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	1,
				""SSIDStandard"":	""11a/n/ac/ax""
			}, {
				""Radio"":	""5G"",
				""Index"":	8,
				""Enable"":	0,
				""SSID"":	""CMCC-jtmF-5G-Wi-Fi5"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Pwd"":	""C55EF73K"",
				""Encrypt"":	1,
				""MaxAssociateNum"":	128,
				""SSIDAdvertisementEnabled"":	1,
				""SSIDStandard"":	""11a/n/ac/ax""
			}]
	},
	""deviceId"":	""CMCC-30103-247BA472DE57""
}",3398.0,2.0,False
39.165.152.5,/apdevice/query/UplinkStatus,1.0,2.0,2.0,2.05 Content,56965.0,038e,"{""CONTENT_FORMAT"": ""JSON""}","{
	""data"":	{
		""UplinkType"":	""Ethernet"",
		""MacAddress"":	""247BA472DE57"",
		""Radio"":	"""",
		""SSID"":	"""",
		""Noise"":	"""",
		""SNR"":	"""",
		""RSSI"":	"""",
		""RxRate"":	""1000"",
		""TxRate"":	""1000"",
		""RxRate_rt"":	""3.2890"",
		""TxRate_rt"":	""2.7800"",
		""Channel"":	""""
	},
	""deviceId"":	""CMCC-30103-247BA472DE57""
}",294.0,2.0,False
