saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
80.221.90.233,telia.fi,Telia Finland Oyj,AS1759,Europe,EU,Finland,FI
95.79.26.62,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS42682,Europe,EU,Russia,RU
89.222.184.191,netorn.ru,Netorn LLC,AS34123,Europe,EU,Russia,RU
95.71.43.20,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
77.228.177.43,vodafone.es,VODAFONE ESPANA S.A.U.,AS12430,Europe,EU,Spain,ES
93.123.227.244,infolink.ru,Information and Communication Technologies LLC,AS35539,Europe,EU,Russia,RU
89.232.88.18,tattelecom.ru,"PJSC ""TATTELECOM""",AS28840,Europe,EU,Russia,RU
69.193.67.5,charter.com,Charter Communications Inc,AS11351,North America,NA,United States,US
95.183.73.58,flex.ru,Flex Ltd.,AS21453,Europe,EU,Russia,RU
95.28.140.91,corbina.net,"PJSC ""Vimpelcom""",AS8402,Europe,EU,Russia,RU
79.104.223.173,beeline.ru,"PJSC ""Vimpelcom""",AS3216,Europe,EU,Russia,RU
95.71.186.195,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
85.235.223.230,severen.ru,SEVEREN TELECOM,AS24739,Europe,EU,Russia,RU
94.28.237.113,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
66.103.73.57,boingo.com,"Boingo Wireless, Inc.",AS23027,North America,NA,United States,US
