saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
90.183.73.181,o2.cz,"O2 Czech Republic, a.s.",AS5610,Europe,EU,Czechia,CZ
84.114.45.16,t-mobile.at,T-Mobile Austria GmbH,AS8412,Europe,EU,Austria,AT
94.232.21.8,armelektron.ru,IP Khachaturova Susanna Rafaelievna,AS48034,Europe,EU,Russia,RU
94.77.84.73,ingate.ru,Invest Development LLC,AS6761,Europe,EU,Russia,RU
95.152.4.43,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
78.42.208.48,vodafone.de,Vodafone GmbH,AS3209,Europe,EU,Germany,DE
94.231.155.188,king-online.ru,KINGISEPP-ONLINE Ltd.,AS48481,Europe,EU,Russia,RU
93.181.243.205,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
82.215.85.62,sarkor.uz,JC LLC Sarkor-Telecom,AS12365,Asia,AS,Uzbekistan,UZ
87.240.16.163,cnt.ru,"""Central Telegraph"" Public Joint-stock Company",AS8615,Europe,EU,Russia,RU
87.225.59.88,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
89.208.111.229,tech.ru,LLC Digital Network,AS12695,Europe,EU,Russia,RU
78.106.40.235,corbina.net,"PJSC ""Vimpelcom""",AS8402,Europe,EU,Russia,RU
77.79.150.117,ufanet.ru,"JSC ""Ufanet""",AS24955,Europe,EU,Russia,RU
85.15.123.202,vtelecom.ru,Vostoktelecom Telephone Company Limited Liability Company,AS34896,Europe,EU,Russia,RU
77.82.235.2,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
89.222.188.197,netorn.ru,Netorn LLC,AS34123,Europe,EU,Russia,RU
84.133.204.205,telekom.de,Deutsche Telekom AG,AS3320,Europe,EU,Germany,DE
91.106.54.85,halasat-ftth.iq,Hala Al Rafidain Company for Communications and Internet LTD.,AS210402,Asia,AS,Iraq,IQ
