saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
93.100.217.158,sknt.ru,SkyNet Ltd.,AS35807,Europe,EU,Russia,RU
92.62.150.242,focus.life,Stroytechservice LLC,AS47684,Europe,EU,Russia,RU
81.26.136.167,ugtel.ru,"""Yuzhniy TELECOM"" ltd.",AS20895,Europe,EU,Russia,RU
87.117.155.69,myrecom.com,Recom LLC,AS43521,Europe,EU,Russia,RU
70.15.27.12,penteledata.net,PenTeleData Inc.,AS3737,North America,NA,United States,US
87.250.31.247,mark.ru,"OOO ""NI""",AS3226,Europe,EU,Russia,RU
81.8.35.57,vodafone.com.tr,Vodafone Net Iletisim Hizmetler AS,AS15924,Asia,AS,Turkey,TR
83.3.251.175,orange.pl,Orange Polska Spolka Akcyjna,AS5617,Europe,EU,Poland,PL
93.91.125.91,fastlnk.ru,Fast Link Ltd,AS47562,Europe,EU,Russia,RU
95.181.21.194,goodline.info,E-Light-Telecom Ltd.,AS39927,Europe,EU,Russia,RU
78.132.185.255,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
94.233.209.22,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
87.225.33.34,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
90.224.36.159,teliacompany.com,Telia Company AB,AS3301,Europe,EU,Sweden,SE
88.147.142.162,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
