saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
78.65.202.201,teliacompany.com,Telia Company AB,AS3301,Europe,EU,Sweden,SE
83.169.251.174,megafon.ru,PJSC MegaFon,AS31205,Europe,EU,Russia,RU
78.31.243.63,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
94.19.220.23,sknt.ru,SkyNet Ltd.,AS35807,Europe,EU,Russia,RU
83.222.81.192,transtelecom.net,Joint Stock Company TransTeleCom,AS16285,Europe,EU,Russia,RU
89.214.214.223,meo.pt,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,AS42863,Europe,EU,Portugal,PT
90.155.12.204,aa.net.uk,Andrews & Arnold Ltd,AS20712,Europe,EU,United Kingdom,GB
95.183.20.9,focus.life,Stroytechservice LLC,AS47684,Europe,EU,Russia,RU
87.79.155.75,netcologne.de,NetCologne Gesellschaft fur Telekommunikation mbH,AS8422,Europe,EU,Germany,DE
84.51.107.46,seven-sky.net,Iskratelecom JSC,AS29124,Europe,EU,Russia,RU
93.100.148.131,sknt.ru,SkyNet Ltd.,AS35807,Europe,EU,Russia,RU
83.221.200.12,rostelecom.ru,PJSC Rostelecom,AS21479,Europe,EU,Russia,RU
95.71.42.195,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
79.174.184.183,unitelecom.net,"Unitel, LLC",AS62205,Europe,EU,Russia,RU
94.142.248.106,nv-tel.ru,NV Telecom LLC,AS205784,Europe,EU,Russia,RU
