IP address,as_name,country,continent,uri,Code,Message Type,Payload,Payload Size (bytes)
37.192.235.83,Novotelecom Ltd,Russia,Europe,</register>,4.05 Method Not Allowed,ACK,,0
37.192.235.83,Novotelecom Ltd,Russia,Europe,</ndm/dis>,4.00 Bad Request,ACK,,0
37.192.235.83,Novotelecom Ltd,Russia,Europe,</ndm/ci>,4.00 Bad Request,ACK,0x1,3
37.192.235.83,Novotelecom Ltd,Russia,Europe,</mirror>,4.05 Method Not Allowed,ACK,,0
37.192.235.83,Novotelecom Ltd,Russia,Europe,</uhp>,4.05 Method Not Allowed,ACK,,0
37.192.235.83,Novotelecom Ltd,Russia,Europe,</ndm/logout>,4.05 Method Not Allowed,ACK,,0
37.192.235.83,Novotelecom Ltd,Russia,Europe,</ndm/login>,4.05 Method Not Allowed,ACK,,0
37.192.235.83,Novotelecom Ltd,Russia,Europe,</info>,2.05 Content,ACK,"{""cid"":""a06d7dfe-3088-11e8-8f23-036e07273bfc"",""http_port"":80,""type"":""router"",""name"":""Keenetic Extra"",""version"":""0.3.5-1""}",121
217.197.197.122,ArtX LLC,Russia,Europe,</register>,4.05 Method Not Allowed,ACK,,0
217.197.197.122,ArtX LLC,Russia,Europe,</ndm/dis>,4.00 Bad Request,ACK,,0
217.197.197.122,ArtX LLC,Russia,Europe,</ndm/ci>,4.00 Bad Request,ACK,0x1,3
217.197.197.122,ArtX LLC,Russia,Europe,</mirror>,4.05 Method Not Allowed,ACK,,0
217.197.197.122,ArtX LLC,Russia,Europe,</uhp>,4.05 Method Not Allowed,ACK,,0
217.197.197.122,ArtX LLC,Russia,Europe,</ndm/logout>,4.05 Method Not Allowed,ACK,,0
217.197.197.122,ArtX LLC,Russia,Europe,</ndm/login>,4.05 Method Not Allowed,ACK,,0
217.197.197.122,ArtX LLC,Russia,Europe,</info>,2.05 Content,ACK,"{""cid"":""ee6bc6ba-3679-11e6-8115-6b51b6865fc3"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</register>,4.05 Method Not Allowed,ACK,,0
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</ndm/dis>,4.00 Bad Request,ACK,,0
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</ndm/ci>,4.00 Bad Request,ACK,0x1,3
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</mirror>,4.05 Method Not Allowed,ACK,,0
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</uhp>,4.05 Method Not Allowed,ACK,,0
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</ndm/logout>,4.05 Method Not Allowed,ACK,,0
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</ndm/login>,4.05 Method Not Allowed,ACK,,0
31.207.163.73,Intersvyaz-2 JSC,Russia,Europe,</info>,2.05 Content,ACK,"{""cid"":""7e6099fc-04f8-11e6-8115-4f3e62dcc588"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",130
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</qlink>,4.05 Method Not Allowed,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</qlink/request>,2.05 Content,ACK,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</qlink/searchgw>,2.05 Content,ACK,"{""result"":1}",12
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</qlink/success>,2.05 Content,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</gw>,4.05 Method Not Allowed,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</gw/query>,4.05 Method Not Allowed,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</gw/query/DiagnotorConnection>,2.05 Content,ACK,"010_947FD8A8B358{""apmsOnlineStatus"":0}",38
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</gw/query/apdevices>,2.05 Content,ACK,"{""APDevices"":[]}",16
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</gw/query/config>,2.05 Content,ACK,"""respCode"":1",12
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</basic>,4.05 Method Not Allowed,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</basic/regist>,2.05 Content,ACK,"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</basic/show>,2.05 Content,ACK,"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</device>,4.05 Method Not Allowed,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</device/command>,4.05 Method Not Allowed,ACK,,0
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</device/command/control>,2.05 Content,ACK,"{""respCode"":1}",14
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</device/command/data>,2.05 Content,ACK,[],2
120.210.80.14,"China Mobile Communications Group Co., Ltd.",China,Asia,</device/inform>,4.05 Method Not Allowed,ACK,,0
