saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
60.48.34.213,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
58.215.243.42,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
49.146.192.104,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.146.237.165,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
42.227.5.68,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
39.183.170.18,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
35.177.195.140,amazon.com,"Amazon.com, Inc.",AS16509,Europe,EU,United Kingdom,GB
49.145.125.227,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
51.83.88.193,ovhcloud.com,OVH SAS,AS16276,Europe,EU,France,FR
59.89.21.104,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
49.147.99.85,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
60.48.82.89,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
49.146.139.108,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.144.147.214,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.149.203.74,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.44.4.161,fiord.ru,"LLC ""TRC FIORD""",AS51369,Europe,EU,Russia,RU
49.147.46.237,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.158.160.233,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
49.149.30.97,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
63.141.255.240,nocix.net,"Nocix, LLC",AS33387,North America,NA,United States,US
36.163.37.158,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
58.136.235.221,ais.co.th,AIS Fibre,AS133481,Asia,AS,Thailand,TH
36.26.116.30,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
46.19.116.244,sv-en.ru,Svyaz-Energo Ltd.,AS50477,Europe,EU,Russia,RU
42.58.201.178,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
60.178.87.194,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
37.139.234.115,mts.ru,MTS PJSC,AS33894,Europe,EU,Russia,RU
39.129.87.152,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
36.170.103.162,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
49.149.14.23,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.147.113.43,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
61.92.112.19,hkbn.net,Hong Kong Broadband Network Ltd.,AS9269,Asia,AS,Hong Kong,HK
60.187.147.160,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
39.129.61.83,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
36.27.38.112,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
49.147.111.150,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.69.102.70,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.148.22.175,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.48.104.187,miralogic.ru,"LLC ""KomTehCentr""",AS12668,Europe,EU,Russia,RU
62.63.87.170,artx.ru,ArtX LLC,AS20985,Europe,EU,Russia,RU
46.148.137.34,trytek.ru,Trytek LLC,AS44056,Europe,EU,Russia,RU
59.178.183.246,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
49.151.111.51,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.147.105.197,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
59.97.209.67,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
60.48.83.31,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
60.150.168.201,softbank.jp,SoftBank Corp.,AS17676,Asia,AS,Japan,JP
35.224.235.228,google.com,Google LLC,AS396982,North America,NA,United States,US
38.252.3.78,transoceanet.com,Trans Ocean Network,AS265867,North America,NA,Panama,PA
50.146.101.94,comcast.com,"Comcast Cable Communications, LLC",AS7922,North America,NA,United States,US
