saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
5.79.225.162,is74.ru,Intersvyaz-2 JSC,AS8369,Europe,EU,Russia,RU
24.156.162.105,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
13.125.238.60,amazon.com,"Amazon.com, Inc.",AS16509,Asia,AS,South Korea,KR
1.192.88.90,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
31.171.196.29,egstelecom.ru,LLC EGS-Telecom,AS60072,Europe,EU,Russia,RU
27.222.174.173,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
31.207.207.50,is74.ru,Intersvyaz-2 JSC,AS8369,Europe,EU,Russia,RU
2.63.22.252,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
31.28.192.106,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
13.202.217.244,amazon.com,"Amazon.com, Inc.",AS16509,Asia,AS,India,IN
27.185.0.236,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
31.42.43.59,intelway.ru,Apex Telecom Ltd.,AS8242,Europe,EU,Russia,RU
31.210.211.144,kvant-telecom.ru,KVANT TELECOM,AS43727,Europe,EU,Russia,RU
31.132.166.44,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS57044,Europe,EU,Russia,RU
31.172.215.63,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
