IP address,asn,as_name,as_domain,country_code,country,continent_code,continent,isCoAP,Code,Message Type,Payload,Payload Size (bytes)
112.202.160.63,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia,True,2.05 Content,ACK,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",509
60.53.85.144,AS4788,TM TECHNOLOGY SERVICES SDN. BHD.,tm.com.my,MY,Malaysia,AS,Asia,False,,,,
124.217.108.252,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia,False,,,,
223.87.247.208,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia,True,2.05 Content,ACK,"</qlink>,</qlink/searchgw>,</device>,</device/inform>,</device/inform/boot>,</device/inform/bootstrap>,</device/inform/data>,</device/inform/heartbeat>,</device/inform/offline>,</ekit>,</ekit/boot>,</ekit/bootstrap>,</ekit/heartbeat>,</ekit/searchgw>,</.well-known/core>",270
95.220.115.36,AS12714,PJSC MegaFon,wifire.ru,RU,Russia,EU,Europe,False,,,,
183.221.78.161,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia,True,2.05 Content,ACK,"</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/queryGwExt>;title=""queryGwExt Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""apdevices Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</device/inform/requestSync>;title=""AP device request synchronization"",</.well-known/core>",1098
176.101.247.159,AS57534,PE Ahmedov Alil Aliomarovich,,RU,Russia,EU,Europe,True,2.05 Content,ACK,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",84
112.123.109.17,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,CN,China,AS,Asia,False,,,,
81.94.243.107,AS50181,KabelszatNet-2002. Musoreloszto es Kereskedelmi Kft.,kabelszat2002.hu,HU,Hungary,EU,Europe,False,,,,
117.141.29.159,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia,False,,,,
