saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
60.48.34.213,/,1.0,2.0,2.0,2.05 Content,51180.0,1e02,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
60.48.34.213,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,11499.0,e28f,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,4107.0,2d31,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,37170.0,7872,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,59191.0,d2ba,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,46508.0,1934,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,37079.0,e9c3,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,22598.0,b224,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,50933.0,cfcf,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,51018.0,b01d,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,40798.0,b61e,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/device/inform/change,1.0,2.0,2.0,4.05 Method Not Allowed,15471.0,e987,,Method Not Allowed,18.0,3.0,False
60.48.34.213,/async,1.0,0.0,2.0,2.05 Content,48840.0,2b68,,done,4.0,3.0,False
49.146.192.104,/,1.0,2.0,2.0,2.05 Content,51181.0,1e03,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
49.146.192.104,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,11500.0,e290,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,4108.0,2d32,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,37171.0,7873,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,59192.0,d2bb,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,46509.0,1935,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,37080.0,e9c4,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,22599.0,b225,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,50934.0,cfd0,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,51019.0,b01e,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,40799.0,b61f,,Method Not Allowed,18.0,3.0,False
49.146.192.104,/async,1.0,0.0,2.0,2.05 Content,7197.0,e988,,done,4.0,3.0,False
49.146.237.165,/,1.0,2.0,2.0,2.05 Content,51182.0,1e04,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
