183.238.203.114,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
45.176.121.111,AS269040,C M A COSTA PROVEDOR - ME,impactostecnologia.com.br,BR,Brazil,SA,South America
36.158.140.156,AS56047,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
109.168.160.251,AS12683,PJSC Rostelecom,rostelecom.ru,RU,Russia,EU,Europe
183.221.112.59,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
60.49.231.109,AS4788,TM TECHNOLOGY SERVICES SDN. BHD.,tm.com.my,MY,Malaysia,AS,Asia
178.204.33.225,AS28840,"PJSC ""TATTELECOM""",tattelecom.ru,RU,Russia,EU,Europe
184.82.220.141,AS133481,AIS Fibre,ais.co.th,TH,Thailand,AS,Asia
183.220.88.14,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
223.85.114.198,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
