37.192.235.83,AS31200,Novotelecom Ltd,novotelecom.ru,RU,Russia,EU,Europe
117.217.165.45,AS9829,National Internet Backbone,bsnl.co.in,IN,India,AS,Asia
81.4.246.35,AS15774,"Limited Liability Company ""TTK-Svyaz""",ttk.ru,RU,Russia,EU,Europe
217.197.197.122,AS20985,ArtX LLC,artx.ru,RU,Russia,EU,Europe
31.207.163.73,AS8369,Intersvyaz-2 JSC,is74.ru,RU,Russia,EU,Europe
112.207.170.104,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
120.210.80.14,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
95.68.198.196,AS12389,PJSC Rostelecom,rt.ru,RU,Russia,EU,Europe
81.18.122.152,AS41330,T2 Mobile LLC,t2.ru,RU,Russia,EU,Europe
209.141.197.138,AS54614,CIK Telecom INC,ciktel.com,CA,Canada,NA,North America
180.194.104.13,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
117.141.45.41,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
