194.28.56.72,AS57803,TeleServis Ltd,tvinnet.ru,RU,Russia,EU,Europe
118.100.129.155,AS4788,TM TECHNOLOGY SERVICES SDN. BHD.,tm.com.my,MY,Malaysia,AS,Asia
5.139.164.104,AS12389,PJSC Rostelecom,rt.ru,RU,Russia,EU,Europe
134.17.129.240,AS25106,Mobile TeleSystems JLLC,mts.by,BY,Belarus,EU,Europe
125.25.217.240,AS23969,TOT Public Company Limited,ntplc.co.th,TH,Thailand,AS,Asia
185.41.123.254,AS199933,Elektranet Ltd.,mks-net.ru,RU,Russia,EU,Europe
68.183.74.136,AS14061,"DigitalOcean, LLC",digitalocean.com,DE,Germany,EU,Europe
119.94.59.82,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
121.29.160.69,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,CN,China,AS,Asia
171.124.196.228,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,CN,China,AS,Asia
