saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
180.194.249.102,/,1,ACK,2,2.05 Content,62490,3f76,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
180.194.249.102,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,7929,1dfd,,Method Not Allowed,18
180.194.249.102,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,56164,7b1e,,Method Not Allowed,18
180.194.249.102,/qlink/request,1,ACK,2,4.05 Method Not Allowed,12288,0df8,,Method Not Allowed,18
180.194.249.102,/qlink/success,1,ACK,2,4.05 Method Not Allowed,55737,cb92,,Method Not Allowed,18
180.194.249.102,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,13616,0bae,,Method Not Allowed,18
180.194.249.102,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,13011,1cb6,,Method Not Allowed,18
180.194.249.102,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,3920,e648,,Method Not Allowed,18
180.194.249.102,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,39277,d9f8,,Method Not Allowed,18
180.194.249.102,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,24000,4fcc,,Method Not Allowed,18
180.194.249.102,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,6090,1aef,,Method Not Allowed,18
180.194.249.102,/async,1,CON,2,2.05 Content,7198,759a,,done,4
112.205.206.131,/,1,ACK,2,2.05 Content,29063,3cad,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
112.205.206.131,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,9303,063e,,Method Not Allowed,18
112.205.206.131,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,1102,c130,,Method Not Allowed,18
112.205.206.131,/qlink/request,1,ACK,2,4.05 Method Not Allowed,15258,8383,,Method Not Allowed,18
112.205.206.131,/qlink/success,1,ACK,2,4.05 Method Not Allowed,36827,875e,,Method Not Allowed,18
112.205.206.131,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,54951,6b11,,Method Not Allowed,18
