saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
5.43.153.220,k-telecom.org,"Joint stock company ""For""",AS48642,Europe,EU,Russia,RU
5.138.232.173,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
1.0.208.229,ntplc.co.th,TOT Public Company Limited,AS23969,Asia,AS,Thailand,TH
5.42.88.179,garantia.tv,CJSC Kolomna-Sviaz TV,AS39493,Europe,EU,Russia,RU
1.57.115.88,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
31.128.204.48,telecet.ru,Teleset ltd.,AS48738,Europe,EU,Russia,RU
18.157.90.121,amazon.com,"Amazon.com, Inc.",AS16509,Europe,EU,Germany,DE
31.44.183.208,pinspb.ru,KOMETA LLC,AS56541,Europe,EU,Russia,RU
31.148.62.199,mkpnet.ru,Orgtechservice Ltd,AS56361,Europe,EU,Russia,RU
5.172.27.61,profintel.ru,INSYS ISP,AS28890,Europe,EU,Russia,RU
5.143.50.180,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
1.192.48.41,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
5.180.180.204,kamatera.com,Kamatera Inc,AS41436,Europe,EU,The Netherlands,NL
5.167.172.249,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS41727,Europe,EU,Russia,RU
27.13.81.17,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
