saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
5.143.216.2,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
5.149.248.110,hostzealot.com,HZ Hosting Ltd,AS59711,Europe,EU,The Netherlands,NL
5.79.146.49,is74.ru,Intersvyaz-2 JSC,AS8369,Europe,EU,Russia,RU
5.190.238.123,tci.ir,Iran Telecommunication Company PJS,AS58224,Asia,AS,Iran,IR
5.138.241.52,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
2.194.210.18,telecomitalia.com,Telecom Italia S.p.A.,AS16232,Europe,EU,Italy,IT
12.157.100.249,att.com,"AT&T Enterprises, LLC",AS7018,North America,NA,United States,US
31.181.66.245,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
5.138.217.186,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
31.33.254.108,bouyguestelecom.fr,Bouygues Telecom SA,AS5410,Europe,EU,France,FR
13.39.214.156,amazon.com,"Amazon.com, Inc.",AS16509,Europe,EU,France,FR
1.192.62.248,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
5.206.52.238,is74.ru,Intersvyaz-2 JSC,AS8369,Europe,EU,Russia,RU
31.172.223.216,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
