saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
151.252.70.180,tele-plus.ru,Tele-plus LLC,AS30855,Europe,EU,Russia,RU
135.0.2.72,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.246.226,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.212.45,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.40.142,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.244.155,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.109.183,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
151.0.22.155,makeevka.com,Viacheslav Fitiunin,AS57164,Europe,EU,Russia,RU
135.0.241.246,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.61.16,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.154.80,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
146.66.174.191,spb.ru,Home Internet Ltd,AS42893,Europe,EU,Russia,RU
146.158.55.167,mkpnet.ru,Orgtechservice Ltd,AS56361,Europe,EU,Russia,RU
135.0.195.203,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.117.29,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
