saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us
5.43.153.220,3701025541,192.168.0.123,2063640768,52229,54,udp,1,5683,59480,77,60457d70c128ff3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T09:48:36.136+0100,1761986916,136182
5.138.232.173,2917698053,192.168.0.123,2063640768,11891,54,udp,1,5683,46033,99,60457d70c128ff3c2f72656769737465723e2c3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f6d6972726f723e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T09:51:59.126+0100,1761987119,126388
1.0.208.229,3855613953,192.168.0.123,2063640768,33110,49,udp,1,5683,46708,575,60457d70c128ff3c2f3e3b7469746c653d2247656e6572616c20496e666f223b63743d302c3c2f716c696e6b2f73656172636866683e3b7469746c653d716c696e6b2f73656172636866682c3c2f716c696e6b2f73656172636867773e3b7469746c653d716c696e6b2f73656172636867772c3c2f716c696e6b2f726571756573743e3b7469746c653d716c696e6b2f726571756573742c3c2f716c696e6b2f737563636573733e3b7469746c653d716c696e6b2f737563636573732c3c2f6465766963652f696e666f726d2f626f6f7473747261703e3b7469746c653d6465766963652f696e666f726d2f626f6f7473747261702c3c2f6465766963652f696e666f726d2f626f6f743e3b7469746c653d6465766963652f696e666f726d2f626f6f742c3c2f6465766963652f696e666f726d2f73796e637265713e3b7469746c653d6465766963652f696e666f726d2f73796e637265712c3c2f6465766963652f696e666f726d2f6f66666c696e653e3b7469746c653d6465766963652f696e666f726d2f6f66666c696e652c3c2f6465766963652f696e666f726d2f6865617274626561743e3b7469746c653d6465766963652f696e666f726d2f6865617274626561742c3c2f6465766963652f696e666f726d2f646174613e3b7469746c653d6465766963652f696e666f726d2f646174612c3c2f6465766963652f696e666f726d2f6368616e67653e3b7469746c653d6465766963652f696e666f726d2f6368616e67652c3c2f6173796e633e3b63743d30,,,,,0,0,2025-11-01T09:52:08.758+0100,1761987128,758184
5.42.88.179,3008899589,192.168.0.123,2063640768,20401,52,udp,1,5683,57415,99,60457d70c128ff3c2f72656769737465723e2c3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f6d6972726f723e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T09:52:22.058+0100,1761987142,58155
1.57.115.88,1483946241,192.168.0.123,2063640768,16962,36,udp,1,5683,41917,112,60457d70c128ff3c2f716c696e6b2f7365617263686465766963653e3b7469746c653d22514c494e4b2d46494e44205265736f75726365222c3c2f716c696e6b2f6e6574696e666f3e3b7469746c653d22514c494e4b2d4e4554494e464f205265736f7572636522,,,,,0,0,2025-11-01T10:00:10.249+0100,1761987610,249861
31.128.204.48,818708511,192.168.0.123,2063640768,44961,46,udp,1,5683,54250,99,60457d70c128ff3c2f72656769737465723e2c3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f6d6972726f723e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T10:00:14.798+0100,1761987614,798354
18.157.90.121,2035981586,192.168.0.123,2063640768,10273,118,udp,1,5683,38411,147,60457d70c128ff3c2f2e77656c6c2d6b6e6f776e2f636f72653e3b63743d223430222c3c2f75706c696e6b3e2c3c2f736861646f773e2c3c2f66696c653e2c3c68747470733a2f2f63687269737469616e2e616d73756573732e636f6d2f746f6f6c732f61696f636f61702f2376657273696f6e2d302e342e373e3b72656c3d22696d706c2d696e666f22,,,,,0,0,2025-11-01T10:02:51.775+0100,1761987771,775921
31.44.183.208,3501665311,192.168.0.123,2063640768,38856,53,udp,1,5683,37784,99,60457d70c128ff3c2f72656769737465723e2c3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f6d6972726f723e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T10:02:53.108+0100,1761987773,108216
31.148.62.199,3342767135,192.168.0.123,2063640768,882,53,udp,1,5683,33389,99,60457d70c128ff3c2f72656769737465723e2c3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f6d6972726f723e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T10:02:56.660+0100,1761987776,660382
5.172.27.61,1025223685,192.168.0.123,2063640768,37413,53,udp,1,5683,53515,99,60457d70c128ff3c2f72656769737465723e2c3c2f6e646d2f6469733e2c3c2f6e646d2f63693e2c3c2f6d6972726f723e2c3c2f7568703e2c3c2f6e646d2f6c6f676f75743e2c3c2f6e646d2f6c6f67696e3e2c3c2f696e666f3e,,,,,0,0,2025-11-01T10:06:46.948+0100,1761988006,948845
