saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
183.242.158.26,/qlink,1,ACK,2,4.05 Method Not Allowed,50247,c189,,,0
183.242.158.26,/qlink/searchgw,1,ACK,2,4.00 Bad Request,7851,9528,{'CONTENT_FORMAT': 'TEXT'},not soupport GET,16
183.242.158.26,/device,1,ACK,2,4.05 Method Not Allowed,36530,424a,,,0
183.242.158.26,/device/inform,1,ACK,2,4.05 Method Not Allowed,4429,19d2,,,0
183.242.158.26,/device/inform/boot,1,ACK,2,4.00 Bad Request,17364,f541,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
183.242.158.26,/device/inform/bootstrap,1,ACK,2,4.00 Bad Request,19279,d7b7,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",191
183.242.158.26,/device/inform/data,1,ACK,2,4.00 Bad Request,57041,4a3d,{'CONTENT_FORMAT': 'TEXT'},should post ,12
183.242.158.26,/device/inform/heartbeat,1,ACK,2,4.00 Bad Request,34358,42d4,{'CONTENT_FORMAT': 'TEXT'},"should post example,{
""deviceId"": ""deviceId""

}",47
183.242.158.26,/device/inform/offline,1,ACK,2,4.00 Bad Request,41725,722e,{'CONTENT_FORMAT': 'TEXT'},should post ,12
183.242.158.26,/ekit,1,ACK,2,4.05 Method Not Allowed,34138,16ce,,,0
183.242.158.26,/ekit/boot,1,ACK,2,4.00 Bad Request,41367,f817,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
