saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
46.150.154.83,gspnet.ru,GSP ltd.,AS51891,Europe,EU,Russia,RU
60.23.127.221,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
49.144.215.69,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
60.49.75.17,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
49.149.208.216,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
37.203.203.131,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS56420,Europe,EU,Russia,RU
35.181.76.149,amazon.com,"Amazon.com, Inc.",AS16509,Europe,EU,France,FR
49.147.60.76,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
61.75.234.2,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
49.151.66.151,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.44.8.3,fiord.ru,"LLC ""TRC FIORD""",AS51369,Europe,EU,Russia,RU
60.49.6.202,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
49.146.242.3,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
39.164.88.67,chinamobile.com,"Henan Mobile Communications Co.,Ltd",AS24445,Asia,AS,China,CN
39.129.92.11,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
49.148.108.43,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
59.17.252.120,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
49.149.15.177,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.149.118.83,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.144.209.252,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.216.251.62,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
36.152.188.202,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
49.147.32.248,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.147.40.211,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
36.149.160.210,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
61.241.160.96,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
46.146.252.224,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS12768,Europe,EU,Russia,RU
46.150.151.135,gspnet.ru,GSP ltd.,AS51891,Europe,EU,Russia,RU
37.112.30.93,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS41754,Europe,EU,Russia,RU
49.151.217.66,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.22.245.223,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
59.183.141.198,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
49.151.205.6,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
36.158.102.215,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
49.145.116.220,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.151.27.39,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
39.172.79.127,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
34.116.237.104,google.com,Google LLC,AS396982,Europe,EU,Poland,PL
61.1.9.53,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
60.52.19.208,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
37.131.201.175,interra.ru,"INTERRA telecommunications group, Ltd.",AS48524,Europe,EU,Russia,RU
