saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
36.33.232.250,chinaunicom.cn,UNICOM AnHui province network,AS140726,Asia,AS,China,CN
37.204.1.53,rt.ru,PJSC Rostelecom,AS42610,Europe,EU,Russia,RU
49.146.229.73,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.148.61.231,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
39.187.64.99,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
49.146.50.11,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.160.216.120,infolink.ru,Information and Communication Technologies LLC,AS35539,Europe,EU,Russia,RU
46.181.51.82,goodline.info,E-Light-Telecom Ltd.,AS39927,Europe,EU,Russia,RU
49.144.23.65,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
45.58.84.132,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
37.205.79.217,ttk.ru,Joint Stock Company TransTeleCom,AS21127,Europe,EU,Russia,RU
49.146.150.192,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.147.91.102,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
45.94.116.25,beirel.ru,Beirel Telecom LLC,AS42148,Europe,EU,Russia,RU
49.72.3.90,chinatelecom.cn,CHINATELECOM Jiangsu province Suzhou 5G network,AS140292,Asia,AS,China,CN
39.175.49.242,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
46.35.239.85,sevstar.net,Lancom Ltd.,AS35816,Europe,EU,Ukraine,UA
49.146.214.161,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.144.124.24,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.147.224.176,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
60.54.42.219,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
39.175.74.145,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
39.164.182.233,chinamobile.com,"Henan Mobile Communications Co.,Ltd",AS24445,Asia,AS,China,CN
58.136.93.133,ais.co.th,AIS Fibre,AS133481,Asia,AS,Thailand,TH
58.246.104.188,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
49.146.51.60,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.69.113.189,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
60.50.252.153,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
59.183.114.218,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
39.171.62.196,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
37.232.224.38,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
37.194.115.156,novotelecom.ru,Novotelecom Ltd,AS31200,Europe,EU,Russia,RU
34.217.119.169,amazon.com,"Amazon.com, Inc.",AS16509,North America,NA,United States,US
39.150.131.253,chinamobile.com,"Henan Mobile Communications Co.,Ltd",AS24445,Asia,AS,China,CN
49.147.104.170,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.73.201.26,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
61.53.157.74,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
37.17.241.166,best.net.ua,Best ISP,AS35362,Europe,EU,Ukraine,UA
46.148.106.24,link-region.ru,Link Ltd.,AS48940,Europe,EU,Russia,RU
60.161.25.18,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
36.136.18.52,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
36.154.33.1,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
36.151.97.122,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
39.174.75.212,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
46.158.164.160,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
49.228.60.152,ais.co.th,AIS Fibre,AS133481,Asia,AS,Thailand,TH
58.212.171.45,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
36.153.179.58,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
49.146.199.17,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.146.216.162,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.72.232.209,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
49.149.4.130,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.144.27.252,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.149.123.91,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
39.174.251.137,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
49.144.222.108,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.150.154.185,gspnet.ru,GSP ltd.,AS51891,Europe,EU,Russia,RU
37.49.172.225,transtelecom.net,Joint Stock Company TransTeleCom,AS12688,Europe,EU,Russia,RU
39.129.230.225,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
46.73.74.121,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
60.52.153.166,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
49.145.123.207,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
59.90.152.188,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
36.248.244.185,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
49.149.188.221,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.147.89.50,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.144.149.146,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.69.162.105,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
59.183.165.123,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
46.226.66.147,prtcom.ru,LTD Pokrovsky radiotelefon,AS34703,Europe,EU,Russia,RU
49.150.137.39,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.149.182.51,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
42.63.117.234,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
37.78.245.184,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
62.76.35.86,kmv.ru,"OOO ""Post ltd""",AS12494,Europe,EU,Russia,RU
