saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
39.150.132.206,chinamobile.com,"Henan Mobile Communications Co.,Ltd",AS24445,Asia,AS,China,CN
61.179.190.85,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
49.144.220.85,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.144.159.98,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.136.184.56,ais.co.th,AIS Fibre,AS133481,Asia,AS,Thailand,TH
37.78.51.138,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
45.58.82.27,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
59.89.249.172,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
49.148.136.109,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.145.53.161,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.148.104.32,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.228.53.144,ais.co.th,AIS Fibre,AS133481,Asia,AS,Thailand,TH
42.224.125.118,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
49.151.74.229,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.159.200.95,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
62.209.156.180,tps.uz,"""IST TELEKOM"" JV LLC",AS34718,Asia,AS,Uzbekistan,UZ
58.69.166.151,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
49.145.252.205,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
42.63.241.156,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
49.145.253.248,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
36.158.179.166,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
45.141.249.57,balkhash.tv,TOO B-TEL,AS61367,Asia,AS,Kazakhstan,KZ
39.164.170.215,chinamobile.com,"Henan Mobile Communications Co.,Ltd",AS24445,Asia,AS,China,CN
36.136.22.200,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
36.158.121.91,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
49.146.205.199,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
62.118.164.186,mts.ru,MTS PJSC,AS8359,Europe,EU,Russia,RU
59.0.187.138,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
37.193.146.34,novotelecom.ru,Novotelecom Ltd,AS31200,Europe,EU,Russia,RU
58.211.42.66,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
36.141.50.115,chinamobile.com,China Mobile communications corporation,AS56040,Asia,AS,China,CN
42.235.89.63,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
49.147.122.115,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.26.216.237,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
49.146.248.214,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
58.69.229.125,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
62.78.50.168,well-comm.ru,Limited Liability Company WELLCOM-L,AS50289,Europe,EU,Russia,RU
60.54.210.132,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
49.146.205.42,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
46.216.26.59,mts.by,Mobile TeleSystems JLLC,AS25106,Europe,EU,Belarus,BY
