saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
206.221.87.141,cablenet.com.ar,Cablenet S.A.,AS264797,South America,SA,Argentina,AR
193.233.123.62,avanta-telecom.ru,"LLC ""AVANTA TELECOM""",AS56701,Europe,EU,Russia,RU
217.17.122.159,kovrovinter.net,OOO KISS,AS50556,Europe,EU,Russia,RU
221.182.99.217,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
223.82.18.54,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
211.103.46.167,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
209.141.152.200,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
217.197.199.186,artx.ru,ArtX LLC,AS20985,Europe,EU,Russia,RU
218.200.167.61,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
213.167.203.141,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
223.72.6.224,chinamobile.com,China Mobile Communicaitons Corporation,AS56048,Asia,AS,China,CN
222.216.41.14,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
212.3.144.138,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
195.131.4.129,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
211.142.225.86,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
209.141.176.157,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
195.68.131.55,beeline.ru,"PJSC ""Vimpelcom""",AS3216,Europe,EU,Russia,RU
223.82.93.168,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
212.106.40.161,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
223.76.131.74,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
218.149.56.238,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
221.10.176.233,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
210.1.115.166,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
219.92.107.167,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
220.203.220.145,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
223.83.97.89,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
218.111.224.48,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
221.238.128.194,cndata.com,ASN for TIANJIN Provincial Net of CT,AS17638,Asia,AS,China,CN
223.113.170.142,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
212.14.206.192,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
223.199.170.92,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
209.141.182.233,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
216.165.207.4,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
220.172.249.136,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
223.75.114.132,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
219.95.83.153,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
219.141.241.50,bta.net.cn,China Networks Inter-Exchange,AS4847,Asia,AS,China,CN
222.223.111.180,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
206.176.137.101,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
212.7.252.188,flex.ru,Flex Ltd.,AS21453,Europe,EU,Russia,RU
218.207.234.74,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
219.138.137.30,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
210.186.169.218,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
210.183.50.189,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
213.155.195.136,rostelecom.ru,PJSC Rostelecom,AS34267,Europe,EU,Russia,RU
195.209.127.163,com.ru,Cybercom Ltd.,AS56580,Europe,EU,Russia,RU
223.166.2.104,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
218.78.217.55,chinatelecom.com.cn,China Telecom (Group),AS4812,Asia,AS,China,CN
206.176.134.148,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
221.182.106.77,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
209.141.182.186,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
217.174.15.72,orn.ru,"""Resurs-Svyaz"" Ltd",AS34629,Europe,EU,Russia,RU
221.168.242.185,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
223.167.25.74,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
192.173.144.105,ruralconnect.ca,RURAL CONNECT LTD.,AS398038,North America,NA,Canada,CA
209.141.177.205,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
223.85.65.6,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
213.5.52.9,teleconnect.ru,AO Teleconnect,AS35025,Europe,EU,Russia,RU
