saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
213.242.218.229,beeline.ru,"PJSC ""Vimpelcom""",AS3253,Europe,EU,Russia,RU
211.139.210.178,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
221.195.9.162,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
212.7.231.188,flex.ru,Flex Ltd.,AS21453,Europe,EU,Russia,RU
210.1.121.136,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
203.232.26.190,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
217.92.44.79,telekom.de,Deutsche Telekom AG,AS3320,Europe,EU,Germany,DE
195.88.126.200,centroset.ru,CentroSet Ltd.,AS49124,Europe,EU,Russia,RU
223.86.110.247,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
198.105.94.189,hotwirecommunication.com,Hotwire Communications,AS23089,North America,NA,United States,US
223.108.122.158,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
209.141.160.243,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
223.85.96.184,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
218.200.41.22,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
202.120.56.67,cernet.edu.cn,China Education and Research Network Center,AS4538,Asia,AS,China,CN
223.87.166.234,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
223.198.198.56,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
223.75.172.82,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
192.173.150.31,ruralconnect.ca,RURAL CONNECT LTD.,AS398038,North America,NA,Canada,CA
223.84.193.29,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
206.253.67.4,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
222.140.189.9,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
195.201.229.48,hetzner.de,Hetzner Online GmbH,AS24940,Europe,EU,Germany,DE
220.173.149.136,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
208.102.21.75,cincinnatibell.com,Cincinnati Bell Telephone Company LLC,AS6181,North America,NA,United States,US
193.233.189.185,vnet.su,VNET LLC,AS56690,Europe,EU,Russia,RU
223.87.162.37,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
222.121.8.158,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
218.3.237.27,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
192.173.150.97,ruralconnect.ca,RURAL CONNECT LTD.,AS398038,North America,NA,Canada,CA
193.232.248.92,com.ru,Cybercom Ltd.,AS56580,Europe,EU,Russia,RU
223.85.223.198,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
209.141.146.169,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
206.253.78.70,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
210.23.191.79,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
223.86.110.194,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
212.36.236.18,rdtc.ru,Regional Digital Telecommunication Company LLC,AS29072,Europe,EU,Russia,RU
207.60.70.13,oxio.ca,OXIO,AS398721,North America,NA,Canada,CA
210.186.157.94,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
206.176.144.54,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
195.222.161.101,beeline.ru,"PJSC ""Vimpelcom""",AS3216,Europe,EU,Russia,RU
223.76.238.121,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
206.221.80.2,cablenet.com.ar,Cablenet S.A.,AS264797,South America,SA,Argentina,AR
223.108.137.14,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
212.106.48.5,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
203.158.192.168,uni.net.th,Rajamangala University of Technology Isan,AS37932,Asia,AS,Thailand,TH
211.139.166.155,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
218.203.249.132,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
223.72.35.50,chinamobile.com,China Mobile Communicaitons Corporation,AS56048,Asia,AS,China,CN
206.189.131.126,digitalocean.com,"DigitalOcean, LLC",AS14061,Asia,AS,India,IN
221.182.87.217,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
223.65.200.150,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
221.182.87.112,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
221.179.67.222,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
193.31.192.150,ketis.ru,KETIS Ltd.,AS48320,Europe,EU,Russia,RU
223.105.71.26,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
193.232.250.39,com.ru,Cybercom Ltd.,AS56580,Europe,EU,Russia,RU
223.82.93.244,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
203.106.189.197,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
218.207.141.68,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
221.157.210.187,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
211.136.223.52,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
221.216.158.145,chinaunicom.cn,China Unicom Beijing Province Network,AS4808,Asia,AS,China,CN
195.9.176.163,spd-mgts.ru,PJSC Moscow city telephone network,AS25513,Europe,EU,Russia,RU
223.72.32.14,chinamobile.com,China Mobile Communicaitons Corporation,AS56048,Asia,AS,China,CN
220.198.192.44,chinaunicom.cn,China Unicom Guangzhou network,AS17622,Asia,AS,China,CN
193.232.32.252,ugtelset.ru,Juzhnye telefonnye seti Ltd,AS197311,Europe,EU,Russia,RU
209.141.172.178,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
223.113.118.54,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
210.23.176.151,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
222.135.141.250,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
223.108.174.186,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
217.20.73.93,mts.ru,MTS PJSC,AS33894,Europe,EU,Russia,RU
220.200.245.129,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
221.179.79.139,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
