saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
180.194.64.12,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
176.12.97.214,maxnet.ru,MAXnet Systems Ltd.,AS8636,Europe,EU,Russia,RU
183.238.96.100,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
178.44.41.93,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
188.0.19.239,yartv.ru,YarTV Ltd.,AS57261,Europe,EU,Russia,RU
162.208.200.2,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
188.243.102.74,sknt.ru,SkyNet Ltd.,AS35807,Europe,EU,Russia,RU
178.77.61.10,logosoft.ba,Logosoft d.o.o.,AS16178,Europe,EU,Bosnia and Herzegovina,BA
188.191.0.68,iks.ru,InterkamService LLC,AS42742,Europe,EU,Russia,RU
162.208.205.139,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
188.32.72.46,rt.ru,PJSC Rostelecom,AS42610,Europe,EU,Russia,RU
183.221.123.220,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
180.194.249.84,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
183.239.107.72,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
180.194.237.211,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
176.120.236.209,lofisnet.ru,PE Filimonov Boris Yurievich,AS42892,Europe,EU,Russia,RU
176.62.67.97,omkc.ru,Omskie kabelnye seti Ltd.,AS47165,Europe,EU,Russia,RU
183.252.9.54,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.237.2.70,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
175.150.26.253,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
188.242.241.198,sknt.ru,SkyNet Ltd.,AS35807,Europe,EU,Russia,RU
172.236.173.177,linode.com,Akamai Connected Cloud,AS63949,Asia,AS,India,IN
183.143.171.243,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
175.144.50.47,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
162.208.220.86,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
180.119.64.98,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
177.23.17.22,rapix.com.br,RAPIX INTERNET,AS262887,South America,SA,Brazil,BR
175.140.39.129,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
183.222.84.238,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.221.174.72,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
178.208.242.236,metro-set.ru,Metroset Ltd.,AS50923,Europe,EU,Russia,RU
172.238.111.170,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
175.145.85.42,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
188.116.176.139,orn.ru,"""Resurs-Svyaz"" Ltd",AS34629,Europe,EU,Russia,RU
176.195.29.164,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
175.136.85.0,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
183.222.86.224,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.220.223.95,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
175.137.34.88,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
178.74.81.48,omkc.ru,Omskie kabelnye seti Ltd.,AS47165,Europe,EU,Russia,RU
176.62.189.81,istranet.ru,Istranet LLC AS,AS42291,Europe,EU,Russia,RU
180.195.61.186,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
171.217.92.112,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
183.236.64.91,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
172.238.126.117,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
182.45.195.34,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
183.238.251.46,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
176.192.41.66,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
180.195.96.238,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
180.195.34.235,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
175.140.36.9,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
185.130.234.236,itkm.su,Ivanteevskie telecommunicacii Ltd,AS48149,Europe,EU,Russia,RU
175.136.132.166,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
183.230.124.134,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
176.100.103.190,real.su,Nizhnevolzhskie Telecommunication Networks Real LLC,AS49718,Europe,EU,Russia,RU
183.48.74.184,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
171.103.218.73,trueinternet.co.th,"TRUE INTERNET Co.,Ltd.",AS7470,Asia,AS,Thailand,TH
183.234.200.100,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
175.137.188.52,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
177.87.17.127,americanet.com.br,VERO S.A,AS53171,South America,SA,Brazil,BR
171.36.64.125,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
183.230.218.51,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
176.227.191.88,sotcom.ru,"JSC Telephone Company ""Sotcom""",AS34467,Europe,EU,Russia,RU
183.129.127.34,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
172.236.172.178,linode.com,Akamai Connected Cloud,AS63949,Asia,AS,India,IN
