saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
178.45.113.143,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
176.98.26.178,utelecom.com.ua,Crystal Telecom Ltd,AS49889,Europe,EU,Ukraine,UA
188.18.45.160,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
183.221.162.243,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.239.120.170,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
176.113.4.79,pskovline.ru,Pskovline Ltd.,AS47438,Europe,EU,Russia,RU
183.215.99.33,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
175.145.100.210,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
178.218.116.57,avk-wellcom.ru,AVK-Wellcom Ltd.,AS49403,Europe,EU,Russia,RU
172.238.122.10,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
172.238.175.178,linode.com,Akamai Connected Cloud,AS63949,North America,NA,United States,US
176.218.5.65,vodafone.com.tr,Vodafone Net Iletisim Hizmetler AS,AS8386,Asia,AS,Turkey,TR
183.209.26.19,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
183.215.168.148,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
183.187.53.225,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
176.49.62.166,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
183.222.216.94,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.253.104.69,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.193.90.170,chinamobile.com,"Shanghai Mobile Communications Co.,Ltd.",AS24400,Asia,AS,China,CN
162.208.204.210,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
178.140.78.93,rt.ru,PJSC Rostelecom,AS42610,Europe,EU,Russia,RU
188.244.229.104,ttk.ru,"Limited Liability Company ""TTK-Svyaz""",AS15774,Europe,EU,Russia,RU
185.119.180.56,kabelszat2002.hu,KabelszatNet-2002. Musoreloszto es Kereskedelmi Kft.,AS50181,Europe,EU,Hungary,HU
175.142.20.13,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
183.239.31.9,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
188.116.157.37,orn.ru,"""Resurs-Svyaz"" Ltd",AS34629,Europe,EU,Russia,RU
171.103.216.1,trueinternet.co.th,"TRUE INTERNET Co.,Ltd.",AS7470,Asia,AS,Thailand,TH
