saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
188.164.189.79,ug-tele.com,UG-TELECOM Ltd.,AS43567,Europe,EU,Russia,RU
171.103.150.67,trueinternet.co.th,"TRUE INTERNET Co.,Ltd.",AS7470,Asia,AS,Thailand,TH
183.203.203.235,chinamobile.com,China Mobile communications corporation,AS56042,Asia,AS,China,CN
172.239.197.132,akamai.com,Akamai International B.V.,AS20940,North America,NA,United States,US
188.113.186.4,scts.tv,Sakhalin Cable Telesystems Ltd,AS51004,Europe,EU,Russia,RU
183.184.200.219,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
180.195.81.197,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
180.194.225.92,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
183.253.236.170,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
185.100.25.96,modus33.ru,MODUS LLC,AS60747,Europe,EU,Russia,RU
183.222.1.176,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
175.137.185.24,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
180.165.8.170,chinatelecom.com.cn,China Telecom (Group),AS4812,Asia,AS,China,CN
183.214.193.233,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
178.17.139.113,signaltv.net,Signal Service LLC,AS42514,Europe,EU,Russia,RU
172.238.122.148,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
183.239.69.123,chinamobile.com,China Mobile communications corporation,AS56040,Asia,AS,China,CN
171.103.26.33,trueinternet.co.th,"TRUE INTERNET Co.,Ltd.",AS7470,Asia,AS,Thailand,TH
183.215.203.60,chinamobile.com,China Mobile communications corporation,AS56047,Asia,AS,China,CN
172.238.108.232,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
183.241.134.39,chinamobile.com,China Mobile Communicaitons Corporation,AS56048,Asia,AS,China,CN
176.194.19.53,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
180.194.9.110,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
176.194.123.177,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
188.17.117.245,miralogic.ru,"LLC ""KomTehCentr""",AS12668,Europe,EU,Russia,RU
180.194.250.202,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
175.147.43.54,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
180.194.240.206,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
180.195.63.187,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
188.92.192.234,prtcom.ru,LTD Pokrovsky radiotelefon,AS34703,Europe,EU,Russia,RU
177.86.236.231,metrovia.net.br,DLP-COM TELECOMUNICAÇÕES LTDA,AS263377,South America,SA,Brazil,BR
183.233.146.149,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.234.127.46,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
188.143.158.169,pinspb.ru,Petersburg Internet Network ltd.,AS44050,Europe,EU,Russia,RU
183.212.71.224,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
183.145.122.9,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
183.249.249.11,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
183.236.162.214,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
172.236.193.156,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
185.18.21.38,example.com,Azimut-R Ltd.,AS34975,Europe,EU,Russia,RU
180.160.102.67,chinatelecom.com.cn,China Telecom (Group),AS4812,Asia,AS,China,CN
180.195.58.11,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
183.234.201.44,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
175.168.32.228,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
178.252.108.5,spb.ru,Home Internet Ltd,AS42893,Europe,EU,Russia,RU
183.234.69.139,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.249.78.175,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
180.194.84.129,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
180.160.113.243,chinatelecom.com.cn,China Telecom (Group),AS4812,Asia,AS,China,CN
183.194.111.238,chinamobile.com,"Shanghai Mobile Communications Co.,Ltd.",AS24400,Asia,AS,China,CN
