saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
188.187.175.106,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS41786,Europe,EU,Russia,RU
183.220.96.85,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
180.195.85.239,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
172.236.189.167,linode.com,Akamai Connected Cloud,AS63949,Asia,AS,India,IN
183.236.236.82,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
178.167.71.98,flex.ru,Flex Ltd.,AS21453,Europe,EU,Russia,RU
183.220.120.242,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
188.243.173.62,sknt.ru,SkyNet Ltd.,AS35807,Europe,EU,Russia,RU
180.194.243.170,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
188.232.135.64,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS41843,Europe,EU,Russia,RU
180.194.157.126,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
175.136.2.97,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
175.141.94.81,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
183.220.246.177,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
178.44.159.208,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
