saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
112.209.18.62,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.172.216.145,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
111.9.77.160,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
124.106.192.164,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.201.255.51,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.209.52.66,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
121.73.167.33,one.nz,One New Zealand Group Limited,AS4768,Oceania,OC,New Zealand,NZ
109.248.125.102,lanoptic.ru,"LAN-Optic, Ltd",AS47193,Europe,EU,Russia,RU
124.104.44.155,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
122.52.69.144,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
111.22.246.141,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
123.88.129.54,chinamobile.com,China Mobile communications corporation,AS56040,Asia,AS,China,CN
111.9.41.54,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.44.217.244,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
110.159.120.39,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
113.231.227.212,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
120.197.53.94,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
122.70.243.124,cmtietong.com,China TieTong Telecommunications Corporation,AS24138,Asia,AS,China,CN
119.94.20.149,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.174.81.22,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
