saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
124.107.179.140,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.204.254.171,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
122.2.115.64,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.196.132.253,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
113.2.99.130,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
109.126.244.149,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
120.196.150.60,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.204.251.15,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.209.4.88,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
124.106.203.217,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.226.232.131,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.31.142.189,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
109.201.114.83,itnet33.ru,Informatsionnye Tekhnologii LLC,AS50596,Europe,EU,Russia,RU
122.52.77.142,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
122.52.156.154,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
