saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
112.202.42.109,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.205.133.185,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.4.158.78,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
111.20.103.146,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
111.59.22.208,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
124.107.252.222,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.205.55.81,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
118.100.139.34,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
120.196.80.116,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.209.163.113,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
