saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length
3.211.69.212,3561345795,192.168.0.123,2063640768,26266,52,udp,1,5683,55730,12,,,,,,0,1,2025-10-30T18:28:52.599+0100,1761845332,599450,/api,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,28721,52,udp,1,5683,34600,12,,,,,,0,1,2025-10-30T18:29:04.892+0100,1761845344,892920,/api/v1,2,False,1,2,,0,4.00 Bad Request,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,31592,52,udp,1,5683,35536,12,,,,,,0,1,2025-10-30T18:29:16.903+0100,1761845356,903292,/efento,2,False,1,2,,0,4.00 Bad Request,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,33154,52,udp,1,5683,35152,12,,,,,,0,1,2025-10-30T18:29:29.075+0100,1761845369,75968,/efento/c,3,False,1,2,,0,4.00 Bad Request,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,35851,52,udp,1,5683,45687,12,,,,,,0,1,2025-10-30T18:29:41.474+0100,1761845381,474023,/efento/i,3,False,1,2,,0,4.00 Bad Request,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,36836,52,udp,1,5683,51273,12,,,,,,0,1,2025-10-30T18:29:53.522+0100,1761845393,522707,/efento/m,3,False,1,2,,0,4.00 Bad Request,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,39031,52,udp,1,5683,38282,18,b'i\x03\xa0\x9d',,,,,0,1,2025-10-30T18:30:05.343+0100,1761845405,343839,/efento/t,1,False,1,2,,0,2.05 Content,32112,"{""OBSERVE"": ""0""}",4
3.211.69.212,3561345795,192.168.0.123,2063640768,39787,52,udp,1,5683,35145,12,,,,,,0,1,2025-10-30T18:30:17.724+0100,1761845417,724143,/fw,2,False,1,2,,0,EMPTY,32112,,0
3.211.69.212,3561345795,192.168.0.123,2063640768,41569,52,udp,1,5683,57763,12,,,,,,0,1,2025-10-30T18:30:29.612+0100,1761845429,612429,/sw,2,False,1,2,,0,EMPTY,32112,,0
5.17.32.31,522195205,192.168.0.123,2063640768,61933,54,udp,1,5683,57325,12,,,,,,0,1,2025-10-30T18:30:41.707+0100,1761845441,707141,/,3,True,1,2,,0,4.04 Not Found,32112,,0
5.228.15.146,2450514949,192.168.0.123,2063640768,4178,51,udp,1,5683,54434,12,,,,,,0,1,2025-10-30T18:30:41.710+0100,1761845441,710583,/,3,True,1,2,,0,4.04 Not Found,32112,,0
5.165.33.124,2082579717,192.168.0.123,2063640768,8031,54,udp,1,5683,35859,12,,,,,,0,1,2025-10-30T18:30:41.716+0100,1761845441,716857,/,3,True,1,2,,0,4.04 Not Found,32112,,0
5.166.59.100,1681630725,192.168.0.123,2063640768,33650,54,udp,1,5683,37684,12,,,,,,0,1,2025-10-30T18:30:41.723+0100,1761845441,723467,/,3,True,1,2,,0,4.04 Not Found,32112,,0
31.25.29.224,3760003359,192.168.0.123,2063640768,50895,51,udp,1,5683,33732,12,,,,,,0,1,2025-10-30T18:30:41.728+0100,1761845441,728138,/,3,True,1,2,,0,4.04 Not Found,32112,,0
31.41.190.20,348006687,192.168.0.123,2063640768,54122,53,udp,1,5683,53355,12,,,,,,0,1,2025-10-30T18:30:41.733+0100,1761845441,733785,/,3,True,1,2,,0,4.04 Not Found,32112,,0
31.23.104.155,2607290143,192.168.0.123,2063640768,32746,54,udp,1,5683,34562,12,,,,,,0,1,2025-10-30T18:30:41.748+0100,1761845441,748742,/,3,True,1,2,,0,4.04 Not Found,32112,,0
