saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
119.92.16.224,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
119.94.184.169,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
119.93.59.9,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
111.9.175.122,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
110.51.134.53,cnnic.cn,"Shanxi Datong Coal Group Communication Co., Ltd",AS45113,Asia,AS,China,CN
117.192.232.199,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
117.184.24.150,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
109.111.87.224,intercom.it,INTERCOMTEL Limited Company,AS38917,Europe,EU,Russia,RU
122.53.32.151,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.237.253.131,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.30.7.144,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.237.163.215,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
123.96.26.125,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
109.191.65.14,is74.ru,Intersvyaz-2 JSC,AS8369,Europe,EU,Russia,RU
112.209.48.13,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.140.226.240,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.204.128.203,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.205.68.18,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
114.9.39.33,ioh.co.id,INDOSAT Internet Network Provider,AS4761,Asia,AS,Indonesia,ID
113.235.163.53,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
124.217.69.49,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
96.63.224.72,pavlovmedia.com,PAVLOV MEDIA INC,AS23473,North America,NA,United States,US
112.210.204.72,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
113.140.30.130,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
122.237.69.248,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
119.95.175.199,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.203.198.135,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.209.14.108,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
123.5.1.202,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
118.212.35.245,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
104.171.61.18,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
120.196.78.99,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
117.177.35.28,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
111.36.81.242,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
122.236.179.63,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
112.210.144.88,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.209.5.51,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
119.114.217.74,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
111.59.96.48,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
117.141.23.81,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
123.156.181.132,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
113.175.149.114,vnpt.vn,VNPT Corp,AS45899,Asia,AS,Vietnam,VN
120.238.224.220,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.205.85.14,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.172.161.209,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
109.194.245.200,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS41754,Europe,EU,Russia,RU
120.237.185.162,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
