saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length,uri
151.0.22.155,2601910423,192.168.0.123,2063640768,58438,52,udp,1,5683,42444,12,,,,,,0,1,2025-11-01T11:39:19.063+0100,1761993559,63191,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/register
151.252.70.180,3024551063,192.168.0.123,2063640768,58045,51,udp,1,5683,57611,12,,,,,,0,1,2025-11-01T11:39:19.089+0100,1761993559,89566,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/register
146.158.55.167,2805440146,192.168.0.123,2063640768,19793,53,udp,1,5683,43327,12,,,,,,0,1,2025-11-01T11:39:19.089+0100,1761993559,89713,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/register
146.66.174.191,3215868562,192.168.0.123,2063640768,15047,55,udp,1,5683,51442,12,,,,,,0,1,2025-11-01T11:39:31.151+0100,1761993571,151526,3,False,1,2,,0,4.00 Bad Request,32112,,0,/ndm/dis
151.0.22.155,2601910423,192.168.0.123,2063640768,58888,52,udp,1,5683,50898,12,,,,,,0,1,2025-11-01T11:39:31.181+0100,1761993571,181403,3,False,1,2,,0,4.00 Bad Request,32112,,0,/ndm/dis
146.158.55.167,2805440146,192.168.0.123,2063640768,22448,53,udp,1,5683,47910,12,,,,,,0,1,2025-11-01T11:39:31.208+0100,1761993571,208000,3,False,1,2,,0,4.00 Bad Request,32112,,0,/ndm/dis
151.252.70.180,3024551063,192.168.0.123,2063640768,59049,51,udp,1,5683,35776,12,,,,,,0,1,2025-11-01T11:39:31.328+0100,1761993571,328611,3,False,1,2,,0,4.00 Bad Request,32112,,0,/ndm/dis
146.66.174.191,3215868562,192.168.0.123,2063640768,16765,55,udp,1,5683,34577,12,,,,,,0,1,2025-11-01T11:39:43.267+0100,1761993583,267701,3,False,1,2,,0,4.00 Bad Request,32112,,0,/ndm/ci
151.0.22.155,2601910423,192.168.0.123,2063640768,59979,52,udp,1,5683,55448,16,0x1,,,,,0,1,2025-11-01T11:39:43.293+0100,1761993583,293904,3,False,1,2,,0,4.00 Bad Request,32112,,3,/ndm/ci
151.252.70.180,3024551063,192.168.0.123,2063640768,61937,51,udp,1,5683,41616,16,0x1,,,,,0,1,2025-11-01T11:39:43.319+0100,1761993583,319541,3,False,1,2,,0,4.00 Bad Request,32112,,3,/ndm/ci
146.158.55.167,2805440146,192.168.0.123,2063640768,24058,53,udp,1,5683,54927,16,0x1,,,,,0,1,2025-11-01T11:39:43.320+0100,1761993583,320002,3,False,1,2,,0,4.00 Bad Request,32112,,3,/ndm/ci
151.0.22.155,2601910423,192.168.0.123,2063640768,62341,52,udp,1,5683,48198,12,,,,,,0,1,2025-11-01T11:39:55.407+0100,1761993595,407913,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/mirror
151.252.70.180,3024551063,192.168.0.123,2063640768,63302,51,udp,1,5683,34030,12,,,,,,0,1,2025-11-01T11:39:55.432+0100,1761993595,432177,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/mirror
146.158.55.167,2805440146,192.168.0.123,2063640768,26116,53,udp,1,5683,38988,12,,,,,,0,1,2025-11-01T11:39:55.434+0100,1761993595,434847,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/mirror
146.66.174.191,3215868562,192.168.0.123,2063640768,21122,55,udp,1,5683,58317,12,,,,,,0,1,2025-11-01T11:40:07.503+0100,1761993607,503015,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/uhp
151.0.22.155,2601910423,192.168.0.123,2063640768,64418,52,udp,1,5683,45191,12,,,,,,0,1,2025-11-01T11:40:07.540+0100,1761993607,540512,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/uhp
146.158.55.167,2805440146,192.168.0.123,2063640768,27125,53,udp,1,5683,56612,12,,,,,,0,1,2025-11-01T11:40:07.549+0100,1761993607,549873,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/uhp
151.252.70.180,3024551063,192.168.0.123,2063640768,608,51,udp,1,5683,40485,12,,,,,,0,1,2025-11-01T11:40:07.554+0100,1761993607,554675,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/uhp
146.66.174.191,3215868562,192.168.0.123,2063640768,21861,55,udp,1,5683,55531,12,,,,,,0,1,2025-11-01T11:40:19.632+0100,1761993619,632719,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/logout
151.0.22.155,2601910423,192.168.0.123,2063640768,703,52,udp,1,5683,57194,12,,,,,,0,1,2025-11-01T11:40:19.657+0100,1761993619,657372,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/logout
146.158.55.167,2805440146,192.168.0.123,2063640768,27717,53,udp,1,5683,46713,12,,,,,,0,1,2025-11-01T11:40:19.684+0100,1761993619,684440,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/logout
151.252.70.180,3024551063,192.168.0.123,2063640768,828,51,udp,1,5683,47240,12,,,,,,0,1,2025-11-01T11:40:19.713+0100,1761993619,713052,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/logout
146.66.174.191,3215868562,192.168.0.123,2063640768,24228,55,udp,1,5683,35823,12,,,,,,0,1,2025-11-01T11:40:31.744+0100,1761993631,744939,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/login
151.0.22.155,2601910423,192.168.0.123,2063640768,1431,52,udp,1,5683,35584,12,,,,,,0,1,2025-11-01T11:40:31.772+0100,1761993631,772179,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/login
151.252.70.180,3024551063,192.168.0.123,2063640768,2197,51,udp,1,5683,44134,12,,,,,,0,1,2025-11-01T11:40:31.794+0100,1761993631,794585,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/login
146.158.55.167,2805440146,192.168.0.123,2063640768,28562,53,udp,1,5683,44291,12,,,,,,0,1,2025-11-01T11:40:31.795+0100,1761993631,795909,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ndm/login
146.66.174.191,3215868562,192.168.0.123,2063640768,26134,55,udp,1,5683,55470,197,"{""cloud"":false,""dpn"":true,""eula"":true,""password"":true,""cid"":""b9ef4bbe-0bac-11ed-9396-e542c490e077"",""name"":""Keenetic Speedster"",""type"":""router"",""version"":""4.01.C.7.0-1"",""http_port"":80}",,,,,0,1,2025-11-01T11:40:43.854+0100,1761993643,854187,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",183,/info
151.0.22.155,2601910423,192.168.0.123,2063640768,2107,52,udp,1,5683,58118,144,"{""cid"":""b929b264-db7e-11e6-8115-45346ba01ef5"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",,,,,0,1,2025-11-01T11:40:43.879+0100,1761993643,879616,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130,/info
146.158.55.167,2805440146,192.168.0.123,2063640768,30131,53,udp,1,5683,53532,144,"{""cid"":""f90ccbea-1578-11e6-8115-01a91b3fbbc2"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-11-01T11:40:43.905+0100,1761993643,905276,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130,/info
151.252.70.180,3024551063,192.168.0.123,2063640768,3318,51,udp,1,5683,41190,144,"{""cid"":""53c921fe-88fc-11e6-8115-c159a3f4d3d5"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-11-01T11:40:43.984+0100,1761993643,984711,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130,/info
146.66.174.191,3215868562,192.168.0.123,2063640768,26211,55,udp,1,5683,44656,12,,,,,,0,1,2025-11-01T11:40:55.978+0100,1761993655,978590,3,True,1,2,,0,4.04 Not Found,32112,,0,/
151.0.22.155,2601910423,192.168.0.123,2063640768,4664,52,udp,1,5683,40545,12,,,,,,0,1,2025-11-01T11:40:56.004+0100,1761993656,4685,3,True,1,2,,0,4.04 Not Found,32112,,0,/
151.252.70.180,3024551063,192.168.0.123,2063640768,5485,51,udp,1,5683,47954,12,,,,,,0,1,2025-11-01T11:40:56.032+0100,1761993656,32281,3,True,1,2,,0,4.04 Not Found,32112,,0,/
146.158.55.167,2805440146,192.168.0.123,2063640768,32705,53,udp,1,5683,51337,12,,,,,,0,1,2025-11-01T11:40:56.035+0100,1761993656,35510,3,True,1,2,,0,4.04 Not Found,32112,,0,/
138.229.117.29,494265738,192.168.0.123,2063640768,48782,51,udp,1,5683,39581,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.060+0100,1761993656,60516,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.241.246,4142989447,192.168.0.123,2063640768,30610,50,udp,1,5683,54993,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.061+0100,1761993656,61582,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.212.45,768868487,192.168.0.123,2063640768,35976,47,udp,1,5683,58061,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.062+0100,1761993656,62851,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.61.16,272433287,192.168.0.123,2063640768,16412,47,udp,1,5683,57624,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.063+0100,1761993656,63331,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.154.80,1352269959,192.168.0.123,2063640768,25336,47,udp,1,5683,57640,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.069+0100,1761993656,69544,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.2.72,1208090759,192.168.0.123,2063640768,10141,47,udp,1,5683,57795,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.069+0100,1761993656,69552,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.244.155,2616459399,192.168.0.123,2063640768,18187,42,udp,1,5683,53392,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.070+0100,1761993656,70771,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.109.183,3077374087,192.168.0.123,2063640768,61017,48,udp,1,5683,40775,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.074+0100,1761993656,74693,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.195.203,3418554503,192.168.0.123,2063640768,9042,47,udp,1,5683,59946,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T11:40:56.074+0100,1761993656,74920,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
