saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length,uri
134.90.176.5,95443590,192.168.0.123,2063640768,46129,47,udp,1,5683,48063,12,,,,,,0,1,2025-10-31T16:35:22.866+0100,1761924922,866830,3,True,1,2,,0,4.04 Not Found,32112,,0,/
135.0.155.8,144375943,192.168.0.123,2063640768,40823,47,udp,1,5683,48245,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.885+0100,1761924922,885819,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.242.56,955383943,192.168.0.123,2063640768,56146,51,udp,1,5683,52831,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.887+0100,1761924922,887313,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.143.91,1536098439,192.168.0.123,2063640768,23342,46,udp,1,5683,47950,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.888+0100,1761924922,888314,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.249.182,3069771911,192.168.0.123,2063640768,52129,52,udp,1,5683,42642,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.889+0100,1761924922,889214,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
138.229.114.62,1047717258,192.168.0.123,2063640768,20872,43,udp,1,5683,55765,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.891+0100,1761924922,891058,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.223.27,467599495,192.168.0.123,2063640768,38132,52,udp,1,5683,36279,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.894+0100,1761924922,894729,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.211.15,265486471,192.168.0.123,2063640768,43155,47,udp,1,5683,41528,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:22.997+0100,1761924922,997307,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.234.134,2263482503,192.168.0.123,2063640768,27679,51,udp,1,5683,37683,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:23.021+0100,1761924923,21553,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
135.0.170.106,1789526151,192.168.0.123,2063640768,52555,42,udp,1,5683,44814,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T16:35:23.069+0100,1761924923,69514,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
