saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
135.0.75.45,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.13.140,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
136.169.212.3,ufanet.ru,"JSC ""Ufanet""",AS60095,Europe,EU,Russia,RU
156.38.167.98,xneelo.co.za,Xneelo (Pty) Ltd,AS37153,Africa,AF,South Africa,ZA
135.0.232.77,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.171.123,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.2.81,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.117.201,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.222.163,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.157.108,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.241.75,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
153.99.114.98,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
141.254.58.8,suny.edu,The State University of New York,AS1204,North America,NA,United States,US
135.0.194.110,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.196.92,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
153.3.54.249,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
135.0.109.135,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
145.11.90.86,frontier.com,"Frontier Communications of America, Inc.",AS5650,North America,NA,United States,US
135.0.75.154,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.93.46,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.126.178,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.251.156,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
129.252.62.139,sc.edu,University of South Carolina,AS12005,North America,NA,United States,US
139.227.148.233,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
135.0.152.50,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.18.200,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
134.122.90.201,digitalocean.com,"DigitalOcean, LLC",AS14061,Europe,EU,Germany,DE
128.0.134.47,spd-mgts.ru,PJSC Moscow city telephone network,AS25513,Europe,EU,Russia,RU
139.167.142.14,jio.com,Reliance Jio Infocomm Limited,AS55836,Asia,AS,India,IN
135.0.5.78,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.251.178,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.190.93,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
158.46.91.85,goodline.info,E-Light-Telecom Ltd.,AS39927,Europe,EU,Russia,RU
138.229.114.42,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.197.169.38,digitalocean.com,"DigitalOcean, LLC",AS14061,North America,NA,Canada,CA
135.0.240.122,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.80.5,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.247.247,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
151.0.49.32,pg19.ru,Consumer Internet Cooperative PG-19,AS60246,Europe,EU,Russia,RU
146.66.178.152,spb.ru,Home Internet Ltd,AS42893,Europe,EU,Russia,RU
144.118.186.143,drexel.edu,Drexel University,AS11834,North America,NA,United States,US
135.0.232.243,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.234.170,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
158.46.241.226,goodline.info,E-Light-Telecom Ltd.,AS39927,Europe,EU,Russia,RU
151.252.78.213,tele-plus.ru,Tele-plus LLC,AS30855,Europe,EU,Russia,RU
135.0.147.154,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.193.198,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.162.229,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.24.46,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
151.0.35.178,makeevka.com,Viacheslav Fitiunin,AS57164,Europe,EU,Russia,RU
