saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
138.229.114.136,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.168.83,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.231.45,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.164.198,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.240.157,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.178.13,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.253.147,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
128.204.24.150,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
135.0.223.246,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.192.10,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
128.201.104.150,wca-ti.com.br,WCA TELECOM,AS266625,South America,SA,Brazil,BR
135.0.157.29,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
141.8.118.14,melita.com,Melita Limited,AS12709,Europe,EU,Malta,MT
135.0.242.3,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.243.87,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
