saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length,uri
109.126.244.149,2515828333,192.168.0.123,2063640768,53825,54,udp,1,5683,39332,12,,,,,,0,1,2025-10-31T15:58:57.781+0100,1761922737,781178,3,True,1,2,,0,4.04 Not Found,32112,,0,/
124.107.179.140,2360568700,192.168.0.123,2063640768,0,50,udp,1,5683,49493,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.894+0100,1761922737,894264,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
112.204.254.171,2885602416,192.168.0.123,2063640768,0,50,udp,1,5683,60386,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.894+0100,1761922737,894423,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
122.2.115.64,1081279098,192.168.0.123,2063640768,0,52,udp,1,5683,53981,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.896+0100,1761922737,896141,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
112.204.251.15,268160112,192.168.0.123,2063640768,0,52,udp,1,5683,57791,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.900+0100,1761922737,900145,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
122.52.77.142,2387424378,192.168.0.123,2063640768,0,50,udp,1,5683,52292,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.901+0100,1761922737,901646,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
124.106.203.217,3653986940,192.168.0.123,2063640768,0,52,udp,1,5683,55307,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.903+0100,1761922737,903087,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
109.201.114.83,1400031597,192.168.0.123,2063640768,3216,46,udp,1,5683,54296,12,,,,,,0,1,2025-10-31T15:58:57.910+0100,1761922737,910746,3,True,1,2,,0,4.04 Not Found,32112,,0,/
122.52.156.154,2593928314,192.168.0.123,2063640768,0,52,udp,1,5683,34082,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.959+0100,1761922737,959922,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
112.209.4.88,1476710768,192.168.0.123,2063640768,0,50,udp,1,5683,38485,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-31T15:58:57.998+0100,1761922737,998065,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
120.226.232.131,2213077624,192.168.0.123,2063640768,33214,41,udp,1,5683,37243,462,"************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",,,,,0,1,2025-10-31T15:58:58.005+0100,1761922738,5021,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",448,/
