saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
188.235.17.165,/register,1,ACK,2,4.05 Method Not Allowed,38581,54e9,,,0
188.235.17.165,/ndm/dis,1,ACK,2,4.00 Bad Request,65396,ef00,,,0
188.235.17.165,/ndm/ci,1,ACK,2,4.00 Bad Request,62370,44de,,0x1,3
188.235.17.165,/mirror,1,ACK,2,4.05 Method Not Allowed,57234,e585,,,0
188.235.17.165,/uhp,1,ACK,2,4.05 Method Not Allowed,14672,beb5,,,0
188.235.17.165,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,29808,d83e,,,0
188.235.17.165,/ndm/login,1,ACK,2,4.05 Method Not Allowed,31721,93b1,,,0
188.235.17.165,/info,1,ACK,2,2.05 Content,15614,68f7,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5e71fd5a-67fb-11e6-8115-9d86f91ae5bd"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
176.195.153.135,/register,1,ACK,2,4.05 Method Not Allowed,4047,f7bf,,,0
176.195.153.135,/ndm/dis,1,ACK,2,4.00 Bad Request,34753,2f2c,,,0
176.195.153.135,/ndm/ci,1,ACK,2,4.00 Bad Request,58911,b320,,0x1,3
176.195.153.135,/mirror,1,ACK,2,4.05 Method Not Allowed,22465,ed90,,,0
176.195.153.135,/uhp,1,ACK,2,4.05 Method Not Allowed,50771,58dc,,,0
176.195.153.135,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,36874,e08d,,,0
176.195.153.135,/ndm/login,1,ACK,2,4.05 Method Not Allowed,45268,7e55,,,0
176.195.153.135,/info,1,ACK,2,2.05 Content,35282,1f61,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""8ef0c356-7799-11ea-9396-61b7b4d96564"",""http_port"":80,""type"":""router"",""name"":""Keenetic Viva"",""version"":""0.3.5""}",118
37.1.83.143,/register,1,ACK,2,4.05 Method Not Allowed,14573,7f87,,,0
37.1.83.143,/ndm/dis,1,ACK,2,4.00 Bad Request,901,51f5,,,0
37.1.83.143,/ndm/ci,1,ACK,2,4.00 Bad Request,21018,fe6f,,0x1,3
37.1.83.143,/mirror,1,ACK,2,4.05 Method Not Allowed,59957,917e,,,0
37.1.83.143,/uhp,1,ACK,2,4.05 Method Not Allowed,9923,6d21,,,0
37.1.83.143,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,15054,1649,,,0
37.1.83.143,/ndm/login,1,ACK,2,4.05 Method Not Allowed,61837,98da,,,0
37.1.83.143,/info,1,ACK,2,2.05 Content,14923,b152,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""5b04d360-7b03-11e7-8115-67b566d5baae"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic 4G III"",""version"":""0.3.5-1""}",128
89.200.216.252,/register,1,ACK,2,4.05 Method Not Allowed,33322,9988,,,0
89.200.216.252,/ndm/dis,1,ACK,2,4.00 Bad Request,11631,d4d7,,,0
89.200.216.252,/ndm/ci,1,ACK,2,4.00 Bad Request,15310,a666,,0x1,3
89.200.216.252,/mirror,1,ACK,2,4.05 Method Not Allowed,13069,8841,,,0
89.200.216.252,/uhp,1,ACK,2,4.05 Method Not Allowed,3955,9912,,,0
89.200.216.252,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,41248,4e6a,,,0
89.200.216.252,/ndm/login,1,ACK,2,4.05 Method Not Allowed,40770,df23,,,0
89.200.216.252,/info,1,ACK,2,2.05 Content,18720,ff96,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""35edd3b6-7a92-11e9-8f23-0991e0c26ea0"",""http_port"":80,""type"":""router"",""name"":""Keenetic Lite"",""version"":""0.3.5""}",118
5.129.19.68,/register,1,ACK,2,4.05 Method Not Allowed,6222,5052,,,0
5.129.19.68,/ndm/dis,1,ACK,2,4.00 Bad Request,20822,08fc,,,0
5.129.19.68,/ndm/ci,1,ACK,2,4.00 Bad Request,35690,f217,,0x1,3
5.129.19.68,/mirror,1,ACK,2,4.05 Method Not Allowed,19020,b7d0,,,0
5.129.19.68,/uhp,1,ACK,2,4.05 Method Not Allowed,2461,35ea,,,0
5.129.19.68,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,9510,7494,,,0
5.129.19.68,/ndm/login,1,ACK,2,4.05 Method Not Allowed,55911,db51,,,0
5.129.19.68,/info,1,ACK,2,2.05 Content,44162,521e,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""174da8c0-3bfa-11e6-8115-71bf5b02f45a"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130
89.232.193.190,/register,1,ACK,2,4.05 Method Not Allowed,21262,78b3,,,0
89.232.193.190,/ndm/dis,1,ACK,2,4.00 Bad Request,3501,be85,,,0
89.232.193.190,/ndm/ci,1,ACK,2,4.00 Bad Request,19156,2440,,0x1,3
89.232.193.190,/mirror,1,ACK,2,4.05 Method Not Allowed,9659,d951,,,0
89.232.193.190,/uhp,1,ACK,2,4.05 Method Not Allowed,32744,fc50,,,0
89.232.193.190,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,32211,f4cc,,,0
89.232.193.190,/ndm/login,1,ACK,2,4.05 Method Not Allowed,58624,8a78,,,0
89.232.193.190,/info,1,ACK,2,2.05 Content,45812,d9ec,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""49863462-c214-11e9-8f23-31cef2f386b9"",""http_port"":80,""type"":""router"",""name"":""Keenetic 4G"",""version"":""0.3.5-1""}",118
