saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
115.44.1.121,/qlink,1,ACK,2,4.05 Method Not Allowed,44843,71cc,,,0
115.44.1.121,/qlink/ack,,,,,,,,Network error: MessageError,
115.44.1.121,/qlink/request,1,ACK,2,2.05 Content,26660,c270,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
115.44.1.121,/qlink/searchgw,1,ACK,2,2.05 Content,9829,2606,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
115.44.1.121,/qlink/success,1,ACK,2,2.05 Content,54585,178c,{'CONTENT_FORMAT': 'TEXT'},,0
115.44.1.121,/qlink/wlantest,,,,,,,,Network error: ConRetransmitsExceeded,
115.44.1.121,/gw,1,ACK,2,4.05 Method Not Allowed,385,ec99,,,0
115.44.1.121,/gw/query,1,ACK,2,4.05 Method Not Allowed,62629,d082,,,0
115.44.1.121,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,48186,1ffb,{'CONTENT_FORMAT': 'TEXT'},"010_400EF3944992{""apmsOnlineStatus"":0}",38
115.44.1.121,/gw/query/apdevices,1,ACK,2,2.05 Content,61307,c523,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
115.44.1.121,/gw/query/config,1,ACK,2,2.05 Content,17990,2f31,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
115.44.1.121,/basic,1,ACK,2,4.05 Method Not Allowed,5187,735d,,,0
115.44.1.121,/basic/regist,1,ACK,2,2.05 Content,39105,6a70,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
115.44.1.121,/basic/show,1,ACK,2,2.05 Content,27426,78f6,{'CONTENT_FORMAT': 'TEXT'},"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
115.44.1.121,/device,1,ACK,2,4.05 Method Not Allowed,5699,2b1d,,,0
115.44.1.121,/device/command,1,ACK,2,4.05 Method Not Allowed,60972,f153,,,0
115.44.1.121,/device/command/control,1,ACK,2,2.05 Content,18482,b58c,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
115.44.1.121,/device/command/data,1,ACK,2,2.05 Content,40680,c16d,{'CONTENT_FORMAT': 'TEXT'},[],2
115.44.1.121,/device/inform,1,ACK,2,4.05 Method Not Allowed,27644,045e,,,0
115.44.1.121,/device/inform/boot,1,ACK,2,2.05 Content,30087,11a1,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
115.44.1.121,/device/inform/bootstrap,1,ACK,2,2.05 Content,22084,76c9,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192
115.44.1.121,/device/inform/data,1,ACK,2,2.05 Content,65051,86f6,{'CONTENT_FORMAT': 'TEXT'},"
 postRequestText: null",23
115.44.1.121,/device/inform/heartbeat,1,ACK,2,2.05 Content,43981,0eef,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
115.44.1.121,/device/inform/offline,1,ACK,2,2.05 Content,5062,e345,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
115.44.1.121,/.well-known/core,1,ACK,2,2.05 Content,35375,ba72,{'CONTENT_FORMAT': 'LINKFORMAT'},"</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""Inform Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</.well-known/core>",976
112.210.244.167,/,1,ACK,2,2.05 Content,17736,dd57,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
112.210.244.167,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,10355,bd16,,Method Not Allowed,18
112.210.244.167,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,14579,e2b6,,Method Not Allowed,18
112.210.244.167,/qlink/request,1,ACK,2,4.05 Method Not Allowed,20923,8946,,Method Not Allowed,18
112.210.244.167,/qlink/success,1,ACK,2,4.05 Method Not Allowed,11888,266f,,Method Not Allowed,18
112.210.244.167,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,16949,7357,,Method Not Allowed,18
112.210.244.167,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,320,b06f,,Method Not Allowed,18
112.210.244.167,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,62415,de41,,Method Not Allowed,18
112.210.244.167,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,46725,6958,,Method Not Allowed,18
112.210.244.167,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,5107,fe13,,Method Not Allowed,18
112.210.244.167,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,475,4f69,,Method Not Allowed,18
112.210.244.167,/async,1,CON,2,2.05 Content,7201,ad93,,done,4
120.234.239.23,/qlink,1,ACK,2,4.05 Method Not Allowed,15301,8e90,,,0
120.234.239.23,/qlink/ack,,,,,,,,Network error: MessageError,
120.234.239.23,/qlink/queryGwExt,1,ACK,2,2.05 Content,8086,23c2,{'CONTENT_FORMAT': 'TEXT'},"{""gatewayMac"":""E8268DA7FAA8"",""firmwareVersion"":""ZNXT;ZN-AX171G"",""type"":1,""gatewayManufacturer"":""ZNXT"",""softwareVersion"":""V1.4.0;5.4.0;2.6.1-230712"",""gatewaySn"":""ZNXT8DA7FAA8"",""andlinkVersion"":""2.6.0"",""provinceAbb"":""GUD""}",220
120.234.239.23,/qlink/request,1,ACK,2,2.05 Content,10888,9184,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
120.234.239.23,/qlink/searchgw,1,ACK,2,2.05 Content,15077,5063,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
120.234.239.23,/qlink/success,1,ACK,2,2.05 Content,28862,3cac,{'CONTENT_FORMAT': 'TEXT'},,0
120.234.239.23,/qlink/wlantest,,,,,,,,Network error: MessageError,
120.234.239.23,/gw,1,ACK,2,4.05 Method Not Allowed,23489,3a68,,,0
120.234.239.23,/gw/query,1,ACK,2,4.05 Method Not Allowed,23411,c406,,,0
120.234.239.23,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,20473,21df,{'CONTENT_FORMAT': 'TEXT'},"090_E8268DA7FAA8{""apmsOnlineStatus"":0}",38
120.234.239.23,/gw/query/apdevices,1,ACK,2,2.05 Content,28187,8572,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
120.234.239.23,/gw/query/config,1,ACK,2,2.05 Content,21094,9842,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
120.234.239.23,/basic,1,ACK,2,4.05 Method Not Allowed,25335,1315,,,0
120.234.239.23,/basic/regist,1,ACK,2,2.05 Content,10456,b456,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
120.234.239.23,/basic/show,1,ACK,2,2.05 Content,17791,2c9b,{'CONTENT_FORMAT': 'TEXT'},"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
120.234.239.23,/device,1,ACK,2,4.05 Method Not Allowed,7190,e900,,,0
120.234.239.23,/device/command,1,ACK,2,4.05 Method Not Allowed,14544,0ce7,,,0
120.234.239.23,/device/command/control,1,ACK,2,2.05 Content,62160,c39f,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
120.234.239.23,/device/command/data,1,ACK,2,2.05 Content,64080,2992,{'CONTENT_FORMAT': 'TEXT'},[],2
120.234.239.23,/device/inform,1,ACK,2,4.05 Method Not Allowed,64368,c292,,,0
120.234.239.23,/device/inform/boot,1,ACK,2,2.05 Content,31232,a236,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
120.234.239.23,/device/inform/bootstrap,1,ACK,2,2.05 Content,21558,fedf,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192
