saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
115.147.10.94,/,1,ACK,2,2.05 Content,44263,8605,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
115.147.10.94,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,55758,e44c,,Method Not Allowed,18
115.147.10.94,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,61499,664a,,Method Not Allowed,18
115.147.10.94,/qlink/request,1,ACK,2,4.05 Method Not Allowed,34577,caa3,,Method Not Allowed,18
115.147.10.94,/qlink/success,1,ACK,2,4.05 Method Not Allowed,41956,fa2c,,Method Not Allowed,18
115.147.10.94,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,15994,a817,,Method Not Allowed,18
115.147.10.94,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,53117,9344,,Method Not Allowed,18
115.147.10.94,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,45843,6429,,Method Not Allowed,18
115.147.10.94,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,1740,63e2,,Method Not Allowed,18
115.147.10.94,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,37455,75e5,,Method Not Allowed,18
115.147.10.94,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,63700,1cbf,,Method Not Allowed,18
115.147.10.94,/async,1,CON,2,2.05 Content,7197,8fdb,,done,4
125.123.149.81,/,1,ACK,2,2.05 Content,43856,f057,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",136
125.123.149.81,/qlink/searchdevice,1,ACK,2,4.05 Method Not Allowed,27293,2385,,Method Not Allowed,18
125.123.149.81,/qlink/netinfo,1,ACK,2,4.05 Method Not Allowed,42900,22cb,,Method Not Allowed,18
125.123.149.81,/qlink/searchack,1,ACK,2,4.05 Method Not Allowed,55118,d1c2,,Method Not Allowed,18
125.123.149.81,/device/command/unbind,1,ACK,2,4.05 Method Not Allowed,27287,2f5c,,Method Not Allowed,18
125.123.149.81,/device/command/file,1,ACK,2,4.05 Method Not Allowed,40768,f00a,,Method Not Allowed,18
125.123.149.81,/device/command/log,1,ACK,2,4.05 Method Not Allowed,57907,4c4c,,Method Not Allowed,18
125.123.149.81,/device/command/selfdetect,1,ACK,2,4.05 Method Not Allowed,54684,5d0e,,Method Not Allowed,18
125.123.149.81,/qlink/searchdevice?true,1,ACK,2,4.05 Method Not Allowed,34879,2619,,Method Not Allowed,18
125.123.149.81,/qlink/searchRouter?true,1,ACK,2,4.05 Method Not Allowed,35462,bd8b,,Method Not Allowed,18
125.123.149.81,/qlink/guide?true,1,ACK,2,4.05 Method Not Allowed,55007,65b5,,Method Not Allowed,18
125.123.149.81,/qlink/request?true,1,ACK,2,4.05 Method Not Allowed,5074,a95e,,Method Not Allowed,18
125.123.149.81,/apdevice/control/WiFiParameterSync,1,ACK,2,4.05 Method Not Allowed,54217,86eb,,Method Not Allowed,18
125.123.149.81,/apdevice/control/WiFiSwitch,1,ACK,2,4.05 Method Not Allowed,351,e2b5,,Method Not Allowed,18
125.123.149.81,/apdevice/control/RadioConfig,1,ACK,2,4.05 Method Not Allowed,17006,eabd,,Method Not Allowed,18
125.123.149.81,/apdevice/control/WPS,1,ACK,2,4.05 Method Not Allowed,13898,1734,,Method Not Allowed,18
125.123.149.81,/apdevice/control/MacFilter,1,ACK,2,4.05 Method Not Allowed,3991,1755,,Method Not Allowed,18
125.123.149.81,/apdevice/control/Reboot,1,ACK,2,4.05 Method Not Allowed,46032,4871,,Method Not Allowed,18
125.123.149.81,/apdevice/control/LEDControl,1,ACK,2,4.05 Method Not Allowed,54397,f42d,,Method Not Allowed,18
