saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
209.141.128.6,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
212.46.247.101,beeline.ru,"PJSC ""Vimpelcom""",AS3216,Europe,EU,Russia,RU
223.85.65.136,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
193.138.176.41,uralhosting.net,New Communication Technologies LLC,AS34241,Europe,EU,Russia,RU
211.142.65.202,chinamobile.com,China Mobile communications corporation,AS56042,Asia,AS,China,CN
211.95.29.60,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
223.112.208.106,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
217.150.79.123,podryad.tv,Natalia Sergeevna Filicheva,AS196949,Europe,EU,Russia,RU
212.103.116.125,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS57044,Europe,EU,Russia,RU
223.65.211.42,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
221.179.30.254,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
217.83.125.119,telekom.de,Deutsche Telekom AG,AS3320,Europe,EU,Germany,DE
210.23.181.10,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
223.107.168.242,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
