saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
222.185.120.138,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
210.1.114.245,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
221.179.74.197,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
218.88.86.215,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
217.197.203.59,artx.ru,ArtX LLC,AS20985,Europe,EU,Russia,RU
221.0.234.63,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
223.75.131.86,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
219.92.43.42,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
193.34.128.54,internet-genichesk.online,Genichesk Online LLC,AS215654,Europe,EU,Russia,RU
223.93.169.186,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
223.65.205.6,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
223.95.214.201,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
223.72.61.11,chinamobile.com,China Mobile Communicaitons Corporation,AS56048,Asia,AS,China,CN
222.134.90.246,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
223.75.198.43,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
220.89.112.228,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
220.94.104.177,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
220.201.84.109,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
212.113.126.198,filanco.ru,Citytelecom LLC,AS29076,Europe,EU,Russia,RU
219.138.150.159,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
218.63.196.231,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
200.119.35.134,etb.com,ETB - Colombia,AS19429,South America,SA,Colombia,CO
209.141.186.151,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
221.234.50.131,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
195.138.84.243,tenet.ua,TENET Scientific Production Enterprise LLC,AS6876,Europe,EU,Ukraine,UA
211.103.110.87,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
218.9.91.110,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
193.192.37.62,lds.online,Dovecom LLC,AS202619,Europe,EU,Ukraine,UA
221.181.179.113,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
212.7.241.180,flex.ru,Flex Ltd.,AS21453,Europe,EU,Russia,RU
202.61.204.155,netcup.de,netcup GmbH,AS197540,Europe,EU,Germany,DE
209.141.184.232,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
218.200.207.111,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
194.4.150.4,kmv.ru,"OOO ""Post ltd""",AS12494,Europe,EU,Russia,RU
217.175.7.70,bclan.ru,BCLan LLC,AS25591,Europe,EU,Russia,RU
212.13.8.203,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
209.141.170.2,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
194.67.190.202,credo-telecom.ru,CREDO TELECOM,AS5523,Europe,EU,Russia,RU
216.59.255.1,execulink.ca,Execulink Telecom Inc.,AS7794,North America,NA,Canada,CA
219.154.182.135,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
217.112.4.142,wifire.ru,PJSC MegaFon,AS12714,Europe,EU,Russia,RU
192.173.147.42,ruralconnect.ca,RURAL CONNECT LTD.,AS398038,North America,NA,Canada,CA
206.253.75.52,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
219.142.12.188,bta.net.cn,China Networks Inter-Exchange,AS4847,Asia,AS,China,CN
223.86.28.169,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
216.111.207.231,winntel.com,Winn Telecom,AS17143,North America,NA,United States,US
217.20.71.74,mts.ru,MTS PJSC,AS33894,Europe,EU,Russia,RU
217.30.167.51,etc.uz,"""IST TELEKOM"" JV LLC",AS39032,Asia,AS,Uzbekistan,UZ
223.106.224.226,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
193.233.179.185,vnet.su,VNET LLC,AS56690,Europe,EU,Russia,RU
