saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
174.107.81.46,charter.com,Charter Communications Inc,AS11426,North America,NA,United States,US
172.238.126.210,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
180.194.152.238,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
175.27.240.159,tencent.com,Shenzhen Tencent Computer Systems Company Limited,AS45090,Asia,AS,China,CN
183.221.127.78,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
178.213.32.181,soskol.com,GorPTUs OOO,AS47531,Europe,EU,Russia,RU
183.234.34.85,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
176.90.74.120,turkcell.com.tr,Turkcell A.S.,AS16135,Asia,AS,Turkey,TR
162.208.167.210,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
178.161.192.97,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS12768,Europe,EU,Russia,RU
190.27.38.167,etb.com,ETB - Colombia,AS19429,South America,SA,Colombia,CO
170.79.121.111,andernettelecom.net.br,ANDERNET TELECOM LTDA - ME,AS266291,South America,SA,Brazil,BR
171.35.242.11,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
188.233.138.163,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS39435,Europe,EU,Russia,RU
183.238.61.98,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
