saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
163.5.114.98,hivelocity.net,Hivelocity LLC,AS61317,Europe,EU,France,FR
170.79.122.235,andernettelecom.net.br,ANDERNET TELECOM LTDA - ME,AS266291,South America,SA,Brazil,BR
172.238.102.227,linode.com,Akamai Connected Cloud,AS63949,Europe,EU,Germany,DE
183.234.48.189,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
162.208.137.38,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
180.194.68.180,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
183.236.195.169,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
176.111.214.75,vms56.ru,VostokMediaSvyaz Ltd.,AS49749,Europe,EU,Russia,RU
183.221.168.114,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
172.236.188.186,linode.com,Akamai Connected Cloud,AS63949,Asia,AS,India,IN
175.148.222.135,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
183.236.193.14,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
174.166.123.211,comcast.com,"Comcast Cable Communications, LLC",AS7922,North America,NA,United States,US
188.235.11.73,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS50542,Europe,EU,Russia,RU
176.213.15.65,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS42682,Europe,EU,Russia,RU
171.211.11.70,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
183.237.150.116,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
183.234.79.187,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
171.103.56.87,trueinternet.co.th,"TRUE INTERNET Co.,Ltd.",AS7470,Asia,AS,Thailand,TH
183.249.75.51,chinamobile.com,China Mobile communications corporation,AS56041,Asia,AS,China,CN
