saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
162.208.179.194,/,1,ACK,2,2.05 Content,25185,ec1c,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
162.208.179.194,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,28689,601c,,Method Not Allowed,18
162.208.179.194,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,5575,c78f,,Method Not Allowed,18
162.208.179.194,/qlink/request,1,ACK,2,4.05 Method Not Allowed,38321,4919,,Method Not Allowed,18
162.208.179.194,/qlink/success,1,ACK,2,4.05 Method Not Allowed,59422,1c04,,Method Not Allowed,18
162.208.179.194,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,32558,d89b,,Method Not Allowed,18
162.208.179.194,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,19610,1f33,,Method Not Allowed,18
162.208.179.194,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,16695,4f50,,Method Not Allowed,18
162.208.179.194,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,56813,af8e,,Method Not Allowed,18
162.208.179.194,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,421,7bab,,Method Not Allowed,18
162.208.179.194,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,52813,feb8,,Method Not Allowed,18
162.208.179.194,/device/inform/change,1,ACK,2,4.05 Method Not Allowed,27616,8323,,Method Not Allowed,18
162.208.179.194,/async,1,CON,2,2.05 Content,49673,4c73,,done,4
115.147.10.94,/,1,ACK,2,2.05 Content,27645,638b,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
115.147.10.94,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,12298,975e,,Method Not Allowed,18
115.147.10.94,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,63731,92f7,,Method Not Allowed,18
115.147.10.94,/qlink/request,1,ACK,2,4.05 Method Not Allowed,20551,9cd2,,Method Not Allowed,18
115.147.10.94,/qlink/success,1,ACK,2,4.05 Method Not Allowed,35608,8c18,,Method Not Allowed,18
115.147.10.94,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,12563,11cc,,Method Not Allowed,18
115.147.10.94,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,53677,8182,,Method Not Allowed,18
115.147.10.94,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,36885,4a37,,Method Not Allowed,18
115.147.10.94,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,33374,23ec,,Method Not Allowed,18
115.147.10.94,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,22263,c8be,,Method Not Allowed,18
115.147.10.94,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,47460,5fa1,,Method Not Allowed,18
115.147.10.94,/async,1,CON,2,2.05 Content,7197,3194,,done,4
112.205.206.131,/,1,ACK,2,2.05 Content,61889,c452,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
112.205.206.131,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,23371,1c1c,,Method Not Allowed,18
112.205.206.131,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,26503,5cf5,,Method Not Allowed,18
112.205.206.131,/qlink/request,1,ACK,2,4.05 Method Not Allowed,40179,791e,,Method Not Allowed,18
112.205.206.131,/qlink/success,1,ACK,2,4.05 Method Not Allowed,38783,ac99,,Method Not Allowed,18
112.205.206.131,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,45309,0191,,Method Not Allowed,18
112.205.206.131,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,23855,3296,,Method Not Allowed,18
112.205.206.131,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,3564,100f,,Method Not Allowed,18
112.205.206.131,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,57321,0b6c,,Method Not Allowed,18
112.205.206.131,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,32501,43e8,,Method Not Allowed,18
112.205.206.131,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,56169,04db,,Method Not Allowed,18
112.205.206.131,/async,1,CON,2,2.05 Content,7198,3319,,done,4
112.204.149.51,/,1,ACK,2,2.05 Content,38442,b657,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
112.204.149.51,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,48539,5b8b,,Method Not Allowed,18
112.204.149.51,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,5618,807c,,Method Not Allowed,18
112.204.149.51,/qlink/request,1,ACK,2,4.05 Method Not Allowed,10079,8abf,,Method Not Allowed,18
112.204.149.51,/qlink/success,1,ACK,2,4.05 Method Not Allowed,35141,a2c4,,Method Not Allowed,18
112.204.149.51,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,13048,6388,,Method Not Allowed,18
112.204.149.51,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,8562,29e4,,Method Not Allowed,18
112.204.149.51,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,37093,fb41,,Method Not Allowed,18
112.204.149.51,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,3227,c4c6,,Method Not Allowed,18
112.204.149.51,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,29477,24b2,,Method Not Allowed,18
112.204.149.51,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,34945,eec2,,Method Not Allowed,18
112.204.149.51,/async,1,CON,2,2.05 Content,7202,5cd0,,done,4
112.210.244.167,/,1,ACK,2,2.05 Content,54852,e2b6,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
112.210.244.167,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,50273,1247,,Method Not Allowed,18
112.210.244.167,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,1515,4e1a,,Method Not Allowed,18
112.210.244.167,/qlink/request,1,ACK,2,4.05 Method Not Allowed,48799,2e21,,Method Not Allowed,18
112.210.244.167,/qlink/success,1,ACK,2,4.05 Method Not Allowed,31756,205d,,Method Not Allowed,18
112.210.244.167,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,63736,5195,,Method Not Allowed,18
112.210.244.167,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,11217,1242,,Method Not Allowed,18
112.210.244.167,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,65232,2986,,Method Not Allowed,18
112.210.244.167,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,25595,cba9,,Method Not Allowed,18
112.210.244.167,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,58748,f348,,Method Not Allowed,18
112.210.244.167,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,45272,63bc,,Method Not Allowed,18
112.210.244.167,/async,1,CON,2,2.05 Content,7199,a421,,done,4
49.149.114.158,/,1,ACK,2,2.05 Content,22058,f385,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
49.149.114.158,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,57172,68de,,Method Not Allowed,18
49.149.114.158,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,3301,b61a,,Method Not Allowed,18
49.149.114.158,/qlink/request,1,ACK,2,4.05 Method Not Allowed,10425,f26e,,Method Not Allowed,18
49.149.114.158,/qlink/success,1,ACK,2,4.05 Method Not Allowed,46190,e696,,Method Not Allowed,18
49.149.114.158,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,42248,03c0,,Method Not Allowed,18
49.149.114.158,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,2282,4c1d,,Method Not Allowed,18
49.149.114.158,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,56681,9041,,Method Not Allowed,18
49.149.114.158,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,21784,d217,,Method Not Allowed,18
49.149.114.158,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,65474,8f86,,Method Not Allowed,18
49.149.114.158,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,33908,4918,,Method Not Allowed,18
49.149.114.158,/async,1,CON,2,2.05 Content,7198,5771,,done,4
124.217.38.19,/,1,ACK,2,2.05 Content,25532,0874,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
124.217.38.19,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,55930,ba74,,Method Not Allowed,18
124.217.38.19,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,656,bbd3,,Method Not Allowed,18
124.217.38.19,/qlink/request,1,ACK,2,4.05 Method Not Allowed,8117,5f06,,Method Not Allowed,18
124.217.38.19,/qlink/success,1,ACK,2,4.05 Method Not Allowed,27062,3b60,,Method Not Allowed,18
124.217.38.19,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,37201,6295,,Method Not Allowed,18
124.217.38.19,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,40893,87b5,,Method Not Allowed,18
124.217.38.19,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,8061,152f,,Method Not Allowed,18
124.217.38.19,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,7882,4952,,Method Not Allowed,18
124.217.38.19,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,63185,7bf2,,Method Not Allowed,18
