saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
210.196.123.196,kddi.com,KDDI CORPORATION,AS2516,Asia,AS,Japan,JP
202.188.192.127,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
222.137.118.217,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
218.200.173.59,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
223.68.191.114,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
192.227.124.180,cloudsouth.com,Cloud South,AS13886,North America,NA,United States,US
223.75.129.144,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
219.92.102.210,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
218.202.197.172,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
212.220.206.211,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
213.167.196.183,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
221.179.97.178,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
193.194.107.73,apelsin.net,FOP Kushnir Aleksandr Andreevich,AS57270,Europe,EU,Ukraine,UA
218.204.51.91,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
211.195.230.37,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
