saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
220.81.151.4,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
217.17.118.175,kovrovinter.net,OOO KISS,AS50556,Europe,EU,Russia,RU
218.204.163.250,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
223.82.235.103,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
209.141.174.167,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
210.1.123.5,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
223.84.135.17,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
210.1.126.88,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
216.193.169.68,wgeld.org,City of Westfield (Gas & Electric Light Department),AS393856,North America,NA,United States,US
223.108.115.158,chinamobile.com,China Mobile communications corporation,AS56046,Asia,AS,China,CN
222.134.70.210,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
194.4.151.49,kmv.ru,"OOO ""Post ltd""",AS12494,Europe,EU,Russia,RU
221.179.126.146,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
202.110.12.59,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
211.139.206.44,chinamobile.com,China Mobile communications corporation,AS56040,Asia,AS,China,CN
