112.202.255.54,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
111.8.119.140,AS56047,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
176.109.43.254,AS50009,QUARTZ TELECOM LLC,quartztelecom.ru,RU,Russia,EU,Europe
183.237.77.104,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
94.190.21.143,AS48524,"INTERRA telecommunications group, Ltd.",interra.ru,RU,Russia,EU,Europe
111.9.3.205,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
112.209.173.116,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
183.236.183.20,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
109.187.128.77,AS28812,"PJSC ""Bashinformsvyaz""",bashtel.ru,RU,Russia,EU,Europe
182.53.162.99,AS23969,TOT Public Company Limited,ntplc.co.th,TH,Thailand,AS,Asia
120.198.137.138,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
112.203.59.123,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
112.201.189.242,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
122.52.70.60,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
49.151.4.29,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
85.15.103.88,AS34896,Vostoktelecom Telephone Company Limited Liability Company,vtelecom.ru,RU,Russia,EU,Europe
