122.2.118.132,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
122.192.182.187,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,CN,China,AS,Asia
122.52.71.72,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
177.137.126.51,AS263015,G7 Telecom Ltda,g7internet.com.br,BR,Brazil,SA,South America
185.99.4.153,AS50257,JV A-Mobile Ltd.,a-mobile.biz,GE,Georgia,AS,Asia
111.53.22.67,AS56042,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
77.45.243.172,AS12389,PJSC Rostelecom,rt.ru,RU,Russia,EU,Europe
49.144.29.28,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
180.194.17.214,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
185.5.149.43,AS21453,Flex Ltd.,flex.ru,RU,Russia,EU,Europe
120.237.4.214,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
120.237.170.184,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
112.208.247.235,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
175.137.53.200,AS4788,TM TECHNOLOGY SERVICES SDN. BHD.,tm.com.my,MY,Malaysia,AS,Asia
103.114.88.36,AS137811,"BEE UNION (CAMBODIA) TELECOM CO., LTD",beeunion.net,KH,Cambodia,AS,Asia
135.0.253.169,AS54614,CIK Telecom INC,ciktel.com,CA,Canada,NA,North America
