111.61.213.209,AS24547,Hebei Mobile Communication Company Limited,chinamobile.com,CN,China,AS,Asia
112.205.87.32,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
111.9.46.204,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
176.104.56.117,AS41435,UnderNet LLC,under.net.ua,UA,Ukraine,EU,Europe
120.211.173.212,AS24547,Hebei Mobile Communication Company Limited,chinamobile.com,CN,China,AS,Asia
120.195.114.186,AS56046,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
176.56.2.153,AS28745,Joint Stock Company TransTeleCom,transtelecom.net,RU,Russia,EU,Europe
223.85.65.93,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
124.106.198.86,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
46.160.230.200,AS35539,Information and Communication Technologies LLC,infolink.ru,RU,Russia,EU,Europe
175.204.81.167,AS4766,Korea Telecom,kt.com,KR,South Korea,AS,Asia
160.32.223.13,AS54614,CIK Telecom INC,ciktel.com,CA,Canada,NA,North America
192.173.150.242,AS398038,RURAL CONNECT LTD.,ruralconnect.ca,CA,Canada,NA,North America
5.143.30.212,AS12389,PJSC Rostelecom,rt.ru,RU,Russia,EU,Europe
117.174.161.160,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
49.146.221.113,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
