saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
112.45.139.249,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.206.139.156,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.203.33.240,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
122.52.30.177,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.205.90.24,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.209.28.209,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.220.40.45,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
119.94.255.71,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.203.32.145,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
123.26.250.161,vnpt.vn,VNPT Corp,AS45899,Asia,AS,Vietnam,VN
119.116.93.234,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
117.157.35.70,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
122.3.105.220,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.8.194.247,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.210.206.174,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
111.39.74.28,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
122.52.91.35,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.203.124.140,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
122.52.63.207,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
111.59.91.41,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
117.175.42.136,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
122.52.97.41,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.210.240.105,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.207.149.60,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
114.103.24.76,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
123.233.16.171,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
111.59.46.214,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.210.193.131,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.230.134.95,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
123.14.156.144,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
111.59.29.233,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.198.223.229,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
119.250.187.181,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
120.193.72.218,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
104.243.109.240,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
111.39.53.59,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
101.108.88.50,ntplc.co.th,TOT Public Company Limited,AS23969,Asia,AS,Thailand,TH
111.59.179.84,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.204.251.100,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
109.230.146.247,vsevnet.ru,Vsevnet Ltd.,AS44882,Europe,EU,Russia,RU
109.169.179.121,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
117.213.227.33,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
122.2.248.162,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.236.157.146,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.204.122.2,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
111.39.122.41,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
117.140.8.218,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
125.86.6.172,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
109.169.225.177,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
111.61.56.26,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
