saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
117.197.204.146,bsnl.co.in,National Internet Backbone,AS9829,Asia,AS,India,IN
101.94.248.212,chinatelecom.com.cn,China Telecom (Group),AS4812,Asia,AS,China,CN
112.209.44.91,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
122.53.44.255,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
103.159.50.188,nhanhoa.com,NhanHoa Software company,AS131353,Asia,AS,Vietnam,VN
111.8.237.114,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
111.23.25.14,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
124.104.56.135,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.202.188.167,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
106.107.181.232,topmso.com.tw,Taiwan Infrastructure Network Technologie,AS18049,Asia,AS,Taiwan,TW
117.141.240.206,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
123.190.73.94,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
121.135.138.115,kt.com,Korea Telecom,AS4766,Asia,AS,South Korea,KR
119.93.123.148,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.28.33.36,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
