saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
112.19.46.102,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
117.140.177.21,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.198.239.205,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
125.120.205.203,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
124.217.110.139,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.141.95.32,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.237.16.186,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
115.56.239.30,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
112.84.122.149,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
111.8.154.157,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.44.125.170,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.197.215.232,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.210.222.148,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.202.253.100,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
123.88.132.10,chinamobile.com,China Mobile communications corporation,AS56040,Asia,AS,China,CN
115.226.76.67,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
112.210.211.187,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
125.41.106.132,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
124.67.64.82,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
124.104.194.233,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.237.245.187,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
119.176.157.128,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
112.203.217.198,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.44.176.210,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.237.253.10,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
120.198.2.204,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.18.220.43,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
119.95.180.75,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
113.254.86.162,hgc-intl.com,HGC Global Communications Limited,AS9304,Asia,AS,Hong Kong,HK
121.235.166.146,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
112.204.98.230,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.202.235.41,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.211.74.253,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
112.45.146.33,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.44.212.84,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
124.104.186.92,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
109.195.187.250,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS52207,Europe,EU,Russia,RU
112.205.214.75,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.175.127.42,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
111.39.47.114,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.19.245.72,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
104.171.55.18,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
112.202.182.254,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
124.217.109.242,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
117.139.90.164,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.211.78.103,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
120.244.96.28,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
112.30.1.8,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
118.251.120.184,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
112.29.120.75,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
