saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
1.194.53.23,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
2.194.86.25,telecomitalia.com,Telecom Italia S.p.A.,AS16232,Europe,EU,Italy,IT
5.3.170.250,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS50542,Europe,EU,Russia,RU
5.165.45.11,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS34533,Europe,EU,Russia,RU
31.192.61.202,cgc.ge,LTD CGC Co,AS49129,Asia,AS,Georgia,GE
31.202.36.27,maxnet.ua,"MAXNET TELECOM, LTD",AS34700,Europe,EU,Ukraine,UA
27.152.73.225,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
31.148.46.208,mkpnet.ru,Orgtechservice Ltd,AS56361,Europe,EU,Russia,RU
18.194.24.148,amazon.com,"Amazon.com, Inc.",AS16509,Europe,EU,Germany,DE
31.23.24.194,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
5.165.219.232,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS51819,Europe,EU,Russia,RU
1.32.35.29,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
27.193.81.29,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
5.139.143.3,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
5.79.236.36,is74.ru,Intersvyaz-2 JSC,AS8369,Europe,EU,Russia,RU
18.153.159.175,amazon.com,"Amazon.com, Inc.",AS16509,Europe,EU,Germany,DE
1.55.198.146,fpt.vn,FPT Telecom Company,AS18403,Asia,AS,Vietnam,VN
5.167.71.148,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS57026,Europe,EU,Russia,RU
23.94.200.134,colocrossing.com,HostPapa,AS36352,North America,NA,United States,US
31.23.48.193,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
27.159.140.230,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
5.130.30.4,novotelecom.ru,Novotelecom Ltd,AS31200,Europe,EU,Russia,RU
2.10.219.133,orange.com,Orange S.A.,AS3215,Europe,EU,France,FR
5.100.98.72,vladlink.ru,Krivets Sergey Sergeevich,AS42038,Europe,EU,Russia,RU
5.167.241.189,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS51604,Europe,EU,Russia,RU
27.207.78.197,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
31.28.229.27,sevstar.net,Lancom Ltd.,AS35816,Europe,EU,Ukraine,UA
5.189.114.117,miralogic.ru,"LLC ""KomTehCentr""",AS12668,Europe,EU,Russia,RU
5.165.129.77,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS49048,Europe,EU,Russia,RU
31.58.245.218,komutasavunma.com.tr,Komuta Savunma Yuksek Teknoloji Limited Sirketi,AS215531,Asia,AS,Turkey,TR
31.10.21.186,tv-com.li,TV-COM AG,AS56653,Europe,EU,Liechtenstein,LI
1.22.174.11,tikona.in,Tikona Infinet Ltd.,AS45528,Asia,AS,India,IN
5.137.34.41,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
27.11.231.30,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
14.175.7.234,vnpt.vn,VNPT Corp,AS45899,Asia,AS,Vietnam,VN
5.164.234.53,ertelecom.ru,"JSC ""ER-Telecom Holding""",AS42682,Europe,EU,Russia,RU
5.138.9.140,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
1.58.7.243,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
31.181.234.233,rt.ru,PJSC Rostelecom,AS12389,Europe,EU,Russia,RU
5.42.49.132,garantia.tv,CJSC Kolomna-Sviaz TV,AS39493,Europe,EU,Russia,RU
