saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length,uri
193.194.107.73,1231798977,192.168.0.123,2063640768,50744,53,udp,1,5683,39106,12,,,,,,0,1,2025-11-01T12:29:39.765+0100,1761996579,765536,3,True,1,2,,0,4.04 Not Found,32112,,0,/
213.167.196.183,3083118549,192.168.0.123,2063640768,57768,54,udp,1,5683,45715,12,,,,,,0,1,2025-11-01T12:29:39.778+0100,1761996579,778370,3,True,1,2,,0,4.04 Not Found,32112,,0,/
212.220.206.211,3553549524,192.168.0.123,2063640768,24040,54,udp,1,5683,40954,12,,,,,,0,1,2025-11-01T12:29:39.785+0100,1761996579,785592,3,True,1,2,,0,4.04 Not Found,32112,,0,/
219.92.102.210,3529923803,192.168.0.123,2063640768,45384,51,udp,1,5683,49581,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T12:29:39.893+0100,1761996579,893547,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
202.188.192.127,2143337674,192.168.0.123,2063640768,10507,50,udp,1,5683,55414,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-11-01T12:29:39.893+0100,1761996579,893657,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127,/
223.68.191.114,1925137631,192.168.0.123,2063640768,54773,43,udp,1,5683,33845,462,"************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",,,,,0,1,2025-11-01T12:29:39.954+0100,1761996579,954541,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",448,/
221.179.97.178,2992747485,192.168.0.123,2063640768,2240,42,udp,1,5683,39333,154,"This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",,,,,0,1,2025-11-01T12:29:39.959+0100,1761996579,959665,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",136,/
222.137.118.217,3648424414,192.168.0.123,2063640768,20910,38,udp,1,5683,38576,154,"This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",,,,,0,1,2025-11-01T12:29:39.964+0100,1761996579,964846,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",136,/
218.204.51.91,1530121434,192.168.0.123,2063640768,30964,41,udp,1,5683,44402,462,"************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",,,,,0,1,2025-11-01T12:29:40.016+0100,1761996580,16397,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",448,/
218.200.173.59,1001244890,192.168.0.123,2063640768,22229,39,udp,1,5683,53935,462,"************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",,,,,0,1,2025-11-01T12:29:40.051+0100,1761996580,51117,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",448,/
223.75.129.144,2424392671,192.168.0.123,2063640768,33130,41,udp,1,5683,59412,462,"************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",,,,,0,1,2025-11-01T12:29:40.056+0100,1761996580,56233,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",448,/
218.202.197.172,2898643674,192.168.0.123,2063640768,32059,41,udp,1,5683,51201,154,"This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",,,,,0,1,2025-11-01T12:29:40.063+0100,1761996580,63453,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",136,/
202.188.192.127,2143337674,192.168.0.123,2063640768,10534,50,udp,1,5683,32861,31,Method Not Allowed,,,,,0,1,2025-11-01T12:29:52.077+0100,1761996592,77363,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchfh
219.92.102.210,3529923803,192.168.0.123,2063640768,45848,51,udp,1,5683,55649,31,Method Not Allowed,,,,,0,1,2025-11-01T12:29:52.079+0100,1761996592,79979,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchfh
219.92.102.210,3529923803,192.168.0.123,2063640768,46934,51,udp,1,5683,34200,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:04.141+0100,1761996604,141663,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
202.188.192.127,2143337674,192.168.0.123,2063640768,11484,50,udp,1,5683,39018,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:04.141+0100,1761996604,141825,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
223.68.191.114,1925137631,192.168.0.123,2063640768,56046,43,udp,1,5683,46807,26,"{""result"":1}",,,,,0,1,2025-11-01T12:30:04.230+0100,1761996604,230693,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/qlink/searchgw
223.75.129.144,2424392671,192.168.0.123,2063640768,35408,41,udp,1,5683,47702,30,not soupport GET,,,,,0,1,2025-11-01T12:30:04.297+0100,1761996604,297465,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",16,/qlink/searchgw
218.200.173.59,1001244890,192.168.0.123,2063640768,24424,39,udp,1,5683,44993,30,not soupport GET,,,,,0,1,2025-11-01T12:30:04.322+0100,1761996604,322919,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",16,/qlink/searchgw
218.204.51.91,1530121434,192.168.0.123,2063640768,33062,41,udp,1,5683,38252,26,"{""result"":1}",,,,,0,1,2025-11-01T12:30:04.615+0100,1761996604,615490,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/qlink/searchgw
219.92.102.210,3529923803,192.168.0.123,2063640768,46975,51,udp,1,5683,49244,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:16.272+0100,1761996616,272264,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
202.188.192.127,2143337674,192.168.0.123,2063640768,12387,50,udp,1,5683,57819,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:16.278+0100,1761996616,278850,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
223.68.191.114,1925137631,192.168.0.123,2063640768,56658,43,udp,1,5683,35308,256,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",,,,,0,1,2025-11-01T12:30:16.325+0100,1761996616,325267,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",242,/qlink/request
218.204.51.91,1530121434,192.168.0.123,2063640768,33319,41,udp,1,5683,52631,256,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",,,,,0,1,2025-11-01T12:30:16.383+0100,1761996616,383236,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",242,/qlink/request
202.188.192.127,2143337674,192.168.0.123,2063640768,13563,50,udp,1,5683,41299,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:28.397+0100,1761996628,397594,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
219.92.102.210,3529923803,192.168.0.123,2063640768,48151,51,udp,1,5683,46996,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:28.397+0100,1761996628,397706,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
223.68.191.114,1925137631,192.168.0.123,2063640768,57671,43,udp,1,5683,58743,13,,,,,,0,1,2025-11-01T12:30:28.467+0100,1761996628,467564,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",0,/qlink/success
218.204.51.91,1530121434,192.168.0.123,2063640768,33899,41,udp,1,5683,55693,13,,,,,,0,1,2025-11-01T12:30:28.528+0100,1761996628,528352,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",0,/qlink/success
219.92.102.210,3529923803,192.168.0.123,2063640768,48459,51,udp,1,5683,47092,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:40.523+0100,1761996640,523657,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
202.188.192.127,2143337674,192.168.0.123,2063640768,14498,50,udp,1,5683,36980,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:40.523+0100,1761996640,523765,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
223.68.191.114,1925137631,192.168.0.123,2063640768,58336,43,udp,1,5683,39307,206,"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:40.613+0100,1761996640,613820,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",192,/device/inform/bootstrap
218.204.51.91,1530121434,192.168.0.123,2063640768,34469,41,udp,1,5683,36350,206,"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:40.640+0100,1761996640,640142,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",192,/device/inform/bootstrap
218.200.173.59,1001244890,192.168.0.123,2063640768,26178,39,udp,1,5683,37135,205,"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:40.663+0100,1761996640,663053,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",191,/device/inform/bootstrap
223.75.129.144,2424392671,192.168.0.123,2063640768,37636,41,udp,1,5683,54082,205,"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:40.681+0100,1761996640,681402,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",191,/device/inform/bootstrap
219.92.102.210,3529923803,192.168.0.123,2063640768,48829,51,udp,1,5683,40935,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:52.644+0100,1761996652,644576,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
202.188.192.127,2143337674,192.168.0.123,2063640768,14699,48,udp,1,5683,58779,31,Method Not Allowed,,,,,0,1,2025-11-01T12:30:52.647+0100,1761996652,647509,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
223.68.191.114,1925137631,192.168.0.123,2063640768,59231,43,udp,1,5683,42250,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:52.731+0100,1761996652,731661,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/device/inform/boot
218.204.51.91,1530121434,192.168.0.123,2063640768,34600,41,udp,1,5683,42357,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:52.762+0100,1761996652,762728,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/device/inform/boot
218.200.173.59,1001244890,192.168.0.123,2063640768,26672,39,udp,1,5683,39812,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:52.777+0100,1761996652,777597,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/device/inform/boot
223.75.129.144,2424392671,192.168.0.123,2063640768,38616,41,udp,1,5683,38036,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:30:52.813+0100,1761996652,813308,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/device/inform/boot
202.188.192.127,2143337674,192.168.0.123,2063640768,15226,50,udp,1,5683,51823,31,Method Not Allowed,,,,,0,1,2025-11-01T12:31:04.884+0100,1761996664,884666,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
219.92.102.210,3529923803,192.168.0.123,2063640768,49156,51,udp,1,5683,53271,31,Method Not Allowed,,,,,0,1,2025-11-01T12:31:04.885+0100,1761996664,885676,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
202.188.192.127,2143337674,192.168.0.123,2063640768,16319,48,udp,1,5683,56372,31,Method Not Allowed,,,,,0,1,2025-11-01T12:31:16.890+0100,1761996676,890272,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
219.92.102.210,3529923803,192.168.0.123,2063640768,49290,51,udp,1,5683,56784,31,Method Not Allowed,,,,,0,1,2025-11-01T12:31:16.895+0100,1761996676,895764,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
223.68.191.114,1925137631,192.168.0.123,2063640768,61433,43,udp,1,5683,48904,28,"{""respCode"":1}",,,,,0,1,2025-11-01T12:31:16.937+0100,1761996676,937648,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14,/device/inform/offline
218.204.51.91,1530121434,192.168.0.123,2063640768,34687,41,udp,1,5683,36521,28,"{""respCode"":1}",,,,,0,1,2025-11-01T12:31:17.004+0100,1761996677,4105,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14,/device/inform/offline
218.200.173.59,1001244890,192.168.0.123,2063640768,29002,39,udp,1,5683,44007,26,should post ,,,,,0,1,2025-11-01T12:31:17.010+0100,1761996677,10499,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/device/inform/offline
223.75.129.144,2424392671,192.168.0.123,2063640768,40045,41,udp,1,5683,59706,26,should post ,,,,,0,1,2025-11-01T12:31:17.053+0100,1761996677,53688,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/device/inform/offline
219.92.102.210,3529923803,192.168.0.123,2063640768,49457,51,udp,1,5683,55745,31,Method Not Allowed,,,,,0,1,2025-11-01T12:31:29.020+0100,1761996689,20269,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
202.188.192.127,2143337674,192.168.0.123,2063640768,17520,50,udp,1,5683,41171,31,Method Not Allowed,,,,,0,1,2025-11-01T12:31:29.021+0100,1761996689,21142,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
223.68.191.114,1925137631,192.168.0.123,2063640768,61790,43,udp,1,5683,51076,28,"{""respCode"":1}",,,,,0,1,2025-11-01T12:31:29.079+0100,1761996689,79530,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14,/device/inform/heartbeat
218.204.51.91,1530121434,192.168.0.123,2063640768,35341,41,udp,1,5683,59223,28,"{""respCode"":1}",,,,,0,1,2025-11-01T12:31:29.139+0100,1761996689,139567,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14,/device/inform/heartbeat
