saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
94.130.169.171,/api,1.0,2.0,2.0,4.05 Method Not Allowed,22739.0,c9a4,,,0.0,3.0,False
94.130.169.171,/api/v1,1.0,2.0,2.0,4.00 Bad Request,11793.0,04c5,,,0.0,2.0,False
94.130.169.171,/efento,1.0,2.0,2.0,4.00 Bad Request,1306.0,ea07,,,0.0,2.0,False
94.130.169.171,/efento/c,1.0,2.0,2.0,4.00 Bad Request,24238.0,e2db,,,0.0,3.0,False
94.130.169.171,/efento/i,1.0,2.0,2.0,4.00 Bad Request,27007.0,cd75,,,0.0,3.0,False
94.130.169.171,/efento/m,1.0,2.0,2.0,4.00 Bad Request,50013.0,51d7,,,0.0,3.0,False
94.130.169.171,/efento/t,1.0,2.0,2.0,2.05 Content,34282.0,46e9,"{""OBSERVE"": ""0""}",b'h\xf8\xad\xd2',4.0,1.0,False
94.130.169.171,/fw,1.0,0.0,2.0,4.01 Unauthorized,10051.0,0f45,,,0.0,2.0,False
94.130.169.171,/sw,1.0,0.0,2.0,4.01 Unauthorized,42563.0,fc99,,,0.0,2.0,False
94.130.169.171,/,1.0,2.0,2.0,2.05 Content,23099.0,90ed,"{""CONTENT_FORMAT"": ""TEXT""}","****************************************************************
CoAP RFC 7252
****************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014-2023 Institute for Pervasive Computing, ETH Zurich
              and others
****************************************************************",420.0,3.0,True
92.205.234.156,/fw,1.0,0.0,2.0,4.01 Unauthorized,47661.0,c9a5,,,0.0,3.0,False
92.205.234.156,/efento,1.0,2.0,2.0,4.00 Bad Request,11794.0,04c6,,,0.0,3.0,False
92.205.234.156,/efento/c,1.0,2.0,2.0,4.00 Bad Request,1307.0,ea08,,,0.0,3.0,False
92.205.234.156,/efento/i,1.0,2.0,2.0,4.00 Bad Request,24239.0,e2dc,,,0.0,3.0,False
92.205.234.156,/efento/m,1.0,2.0,2.0,4.00 Bad Request,27008.0,cd76,,,0.0,3.0,False
92.205.234.156,/efento/t,1.0,2.0,2.0,2.05 Content,50014.0,51d8,"{""OBSERVE"": ""0""}",b'h\xf8\xad\xd2',4.0,1.0,False
92.205.234.156,/sw,1.0,0.0,2.0,4.01 Unauthorized,37852.0,46ea,,,0.0,3.0,False
92.205.234.156,/api,1.0,2.0,2.0,4.05 Method Not Allowed,61694.0,0f46,,,0.0,3.0,False
92.205.234.156,/api/v1,1.0,2.0,2.0,4.00 Bad Request,52377.0,fc9a,,,0.0,3.0,False
92.205.234.156,/.well-known/core,1.0,2.0,2.0,2.05 Content,23100.0,90ee,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</fw>,</efento>,</efento/c>,</efento/i>,</efento/m>,</efento/t>,</sw>,</api>,</api/v1>,</.well-known/core>",106.0,3.0,False
92.205.234.156,/,1.0,2.0,2.0,2.05 Content,9186.0,22d8,"{""CONTENT_FORMAT"": ""TEXT""}","****************************************************************
CoAP RFC 7252
****************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014-2021 Institute for Pervasive Computing, ETH Zurich and others
****************************************************************",406.0,3.0,True
81.94.243.88,/,1.0,2.0,2.0,2.05 Content,22741.0,c9a6,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
81.94.243.88,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,11795.0,04c7,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,1308.0,ea09,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,24240.0,e2dd,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,27009.0,cd77,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,50015.0,51d9,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,34284.0,46eb,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,61695.0,0f47,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,52378.0,fc9b,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,23101.0,90ef,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9187.0,22d9,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/device/inform/change,1.0,2.0,2.0,4.05 Method Not Allowed,64024.0,e33c,,Method Not Allowed,18.0,3.0,False
81.94.243.88,/async,1.0,0.0,2.0,2.05 Content,44584.0,04d6,,done,4.0,3.0,False
81.94.251.187,/,1.0,2.0,2.0,2.05 Content,22742.0,c9a7,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
81.94.251.187,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,11796.0,04c8,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,1309.0,ea0a,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,24241.0,e2de,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,27010.0,cd78,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,50016.0,51da,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,34285.0,46ec,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,61696.0,0f48,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,52379.0,fc9c,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,23102.0,90f0,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9188.0,22da,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/device/inform/change,1.0,2.0,2.0,4.05 Method Not Allowed,64025.0,e33d,,Method Not Allowed,18.0,3.0,False
81.94.251.187,/async,1.0,0.0,2.0,2.05 Content,8970.0,04d7,,done,4.0,3.0,False
82.223.152.113,/fw,1.0,0.0,2.0,4.01 Unauthorized,4733.0,c9a8,,,0.0,3.0,False
82.223.152.113,/efento,1.0,2.0,2.0,4.05 Method Not Allowed,11797.0,04c9,,,0.0,3.0,False
82.223.152.113,/efento/m,1.0,2.0,2.0,4.05 Method Not Allowed,1310.0,ea0b,,,0.0,3.0,False
82.223.152.113,/sw,1.0,0.0,2.0,4.01 Unauthorized,54118.0,e2df,,,0.0,3.0,False
82.223.152.113,/api,1.0,2.0,2.0,4.05 Method Not Allowed,27011.0,cd79,,,0.0,3.0,False
82.223.152.113,/api/v1,1.0,2.0,2.0,4.00 Bad Request,50017.0,51db,,,0.0,3.0,False
82.223.152.113,/.well-known/core,1.0,2.0,2.0,2.05 Content,34286.0,46ed,"{""CONTENT_FORMAT"": ""LINKFORMAT""}","</fw>,</efento>,</efento/m>,</sw>,</api>,</api/v1>,</.well-known/core>",70.0,3.0,False
82.223.152.113,/,1.0,2.0,2.0,2.05 Content,61697.0,0f49,"{""CONTENT_FORMAT"": ""TEXT""}","****************************************************************
CoAP RFC 7252
****************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014-2020 Institute for Pervasive Computing, ETH Zurich and others
****************************************************************",406.0,3.0,True
91.102.76.40,/register,1.0,2.0,2.0,4.05 Method Not Allowed,22744.0,c9a9,,,0.0,3.0,False
91.102.76.40,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,11798.0,04ca,,,0.0,3.0,False
91.102.76.40,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,1311.0,ea0c,,0x1,3.0,3.0,False
91.102.76.40,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,24243.0,e2e0,,,0.0,3.0,False
