saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
135.0.72.114,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.12.146.153,carrytel.ca,Carrytel,AS395965,North America,NA,Canada,CA
135.0.16.44,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
153.37.227.49,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
135.0.165.28,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
134.17.5.195,mts.by,Mobile TeleSystems JLLC,AS25106,Europe,EU,Belarus,BY
138.229.114.149,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
128.204.161.200,signaltv.net,Signal Service LLC,AS42514,Europe,EU,Russia,RU
138.229.122.76,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.222.71,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.251.50,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
152.231.30.12,mc.net.co,Media Commerce Partners S.A,AS27951,South America,SA,Colombia,CO
135.0.41.135,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.117.11,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
134.10.248.3,reed.edu,The Reed Institute,AS395501,North America,NA,United States,US
139.211.140.212,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
135.0.240.74,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
145.255.47.141,real-net.pro,"LLC ""Real-net""",AS15552,Europe,EU,Russia,RU
135.0.40.35,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.9.139,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.53.58,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.33.199,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
140.75.182.137,chinatelecom.com.cn,CHINANET-BACKBONE,AS4134,Asia,AS,China,CN
128.177.26.40,zayo.com,Zayo Bandwidth,AS6461,North America,NA,United States,US
135.0.110.194,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
157.18.203.89,chinaunicom.cn,China Unicom IP network China169 Guangdong province,AS17816,Asia,AS,China,CN
135.0.164.225,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.146.29,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.226.60,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
151.5.125.231,windtre.it,WIND TRE S.P.A.,AS1267,Europe,EU,Italy,IT
135.0.8.206,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.178.91,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.118.94.101,americanet.com.br,VERO S.A,AS53171,South America,SA,Brazil,BR
138.229.112.123,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.247.76,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.229.109,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
139.135.63.180,cyber.net.pk,Cyber Internet Services (Pvt) Ltd.,AS9541,Asia,AS,Pakistan,PK
135.0.27.233,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.1.105,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.157.126,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
153.99.113.99,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
147.124.64.132,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
157.18.168.38,chinaunicom.cn,China Unicom IP network China169 Guangdong province,AS17816,Asia,AS,China,CN
138.229.112.211,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
156.242.215.150,powerline.hk,POWER LINE DATACENTER,AS132839,Asia,AS,Hong Kong,HK
135.0.216.5,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.72.190,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.78.130,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
151.252.69.58,tele-plus.ru,Tele-plus LLC,AS30855,Europe,EU,Russia,RU
135.0.252.88,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.241.80,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.166.87,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.223.22,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.249.142,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.80.102,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.132.233,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.110.131,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
134.209.75.168,digitalocean.com,"DigitalOcean, LLC",AS14061,North America,NA,United States,US
147.124.75.167,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.232.78,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.243.4,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
137.184.236.148,digitalocean.com,"DigitalOcean, LLC",AS14061,North America,NA,United States,US
135.0.232.7,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.163.33,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
157.156.234.98,chinaunicom.cn,China Unicom IP network China169 Guangdong province,AS17816,Asia,AS,China,CN
135.0.231.88,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
139.255.217.210,multipolar.co.id,Linknet ASN,AS9905,Asia,AS,Indonesia,ID
149.88.163.116,hkbn.net,HK Broadband Network Ltd.,AS10103,Asia,AS,Hong Kong,HK
135.0.242.52,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
139.212.172.226,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
135.0.196.48,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.196.23,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
146.158.60.8,garant.tv,Garant-G Ltd.,AS61390,Europe,EU,Russia,RU
153.101.222.251,chinaunicom.cn,CHINA UNICOM China169 Backbone,AS4837,Asia,AS,China,CN
135.0.121.218,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
