saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
135.0.193.217,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.248.218,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.215.99,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
158.181.163.192,mega.kg,Mega-Line Ltd.,AS41750,Asia,AS,Kyrgyzstan,KG
128.210.76.20,purdue.edu,Purdue University,AS17,North America,NA,United States,US
154.212.170.212,,LUOGELANG (FRANCE) LIMITED,AS135097,Asia,AS,Hong Kong,HK
135.0.62.4,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.234.28,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.104.190,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.235.148,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.252.194,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.236.20,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.227.34,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.240.245,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.195.204,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.113.162,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.113.132,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.78.175,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.169.81,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.113.197,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
138.229.114.42,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.226.157,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.150.27,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
158.46.81.107,goodline.info,E-Light-Telecom Ltd.,AS39927,Europe,EU,Russia,RU
135.0.118.80,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
158.46.229.149,goodline.info,E-Light-Telecom Ltd.,AS39927,Europe,EU,Russia,RU
128.204.172.209,signaltv.net,Signal Service LLC,AS42514,Europe,EU,Russia,RU
135.0.28.41,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.223.75,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
141.105.53.64,transtelecom.net,Joint Stock Company TransTeleCom,AS12688,Europe,EU,Russia,RU
138.118.92.232,americanet.com.br,VERO S.A,AS53171,South America,SA,Brazil,BR
135.0.224.189,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.250.108,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.239.91,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.184.238,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.228.130,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
139.59.77.106,digitalocean.com,"DigitalOcean, LLC",AS14061,Asia,AS,India,IN
135.0.238.61,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.117.184,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.147.156,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
149.34.196.125,gibir.net.tr,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,AS208972,Asia,AS,Turkey,TR
135.0.95.100,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
149.255.28.38,zelenaya.net,OOO SET,AS48176,Europe,EU,Russia,RU
135.0.193.49,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.194.130,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.132.193,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.196.8,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.231.130,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.151.100,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
146.158.2.17,global-x.ru,Sever-Svyaz LLC,AS43849,Europe,EU,Russia,RU
