saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
138.229.119.68,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
157.18.147.211,chinaunicom.cn,China Unicom IP network China169 Guangdong province,AS17816,Asia,AS,China,CN
134.17.4.92,mts.by,Mobile TeleSystems JLLC,AS25106,Europe,EU,Belarus,BY
153.5.78.206,arnes.si,ARNES,AS2107,Europe,EU,Slovenia,SI
135.0.20.204,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.240.26,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
159.197.152.236,windstream.com,Windstream Communications LLC,AS7029,North America,NA,United States,US
159.224.254.156,triolan.com,CONTENT DELIVERY NETWORK LTD,AS13188,Europe,EU,Ukraine,UA
139.99.160.235,ovhcloud.com,OVH SAS,AS16276,Oceania,OC,Australia,AU
138.229.116.146,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
134.90.158.183,kostroma.net,OJSC Kostroma Municipal Telephone Network,AS44507,Europe,EU,Russia,RU
135.0.94.165,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
146.120.105.82,cranel.com,Crane Ltd,AS48485,Europe,EU,Russia,RU
135.0.119.10,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
139.227.148.20,chinaunicom.cn,China Unicom Shanghai network,AS17621,Asia,AS,China,CN
154.90.128.16,hgc-intl.com,HGC Global Communications Limited,AS9304,Asia,AS,Philippines,PH
135.0.254.178,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
147.124.77.79,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.78.175,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
128.42.64.19,rice.edu,Rice University,AS8,North America,NA,United States,US
135.0.89.218,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
157.245.204.199,digitalocean.com,"DigitalOcean, LLC",AS14061,Asia,AS,Singapore,SG
135.0.14.17,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.223.137,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
152.253.129.32,telefonica.com.br,TELEFÔNICA BRASIL S.A,AS26599,South America,SA,Brazil,BR
135.0.233.131,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.109.41,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.249.84,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.233.104,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.225.130,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
156.194.228.208,te.eg,TE-AS,AS8452,Africa,AF,Egypt,EG
135.0.32.41,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.147.248,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.219.179,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.95.28,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.225.120,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
157.156.235.239,chinaunicom.cn,China Unicom IP network China169 Guangdong province,AS17816,Asia,AS,China,CN
135.0.157.98,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
135.0.223.181,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
158.58.131.178,bisv.ru,Business Svyaz,AS47586,Europe,EU,Russia,RU
