112.205.32.230,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
162.208.203.130,AS54614,CIK Telecom INC,ciktel.com,CA,Canada,NA,North America
178.205.140.38,AS28840,"PJSC ""TATTELECOM""",tattelecom.ru,RU,Russia,EU,Europe
58.69.126.7,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
112.205.218.113,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
188.226.121.169,AS12668,"LLC ""KomTehCentr""",miralogic.ru,RU,Russia,EU,Europe
112.27.15.37,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
112.209.172.212,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
185.56.129.58,AS25291,INTERDOTLINK SYSELEVEN,syseleven.de,DE,Germany,EU,Europe
49.146.200.100,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
120.238.113.250,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
183.215.157.31,AS56047,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
5.141.137.108,AS12389,PJSC Rostelecom,rt.ru,RU,Russia,EU,Europe
124.105.198.83,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
172.234.201.40,AS63949,Akamai Connected Cloud,linode.com,US,United States,NA,North America
31.3.24.192,AS25591,BCLan LLC,bclan.ru,RU,Russia,EU,Europe
158.46.98.46,AS39927,E-Light-Telecom Ltd.,goodline.info,RU,Russia,EU,Europe
60.213.12.246,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,CN,China,AS,Asia
36.141.108.43,AS56040,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
120.245.139.171,AS56048,China Mobile Communicaitons Corporation,chinamobile.com,CN,China,AS,Asia
46.47.53.116,AS197298,Multifunctional Telecommunications Systems LTD,atel76.ru,RU,Russia,EU,Europe
95.46.169.200,AS56361,Orgtechservice Ltd,mkpnet.ru,RU,Russia,EU,Europe
117.156.237.99,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
180.194.29.132,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
