36.35.161.70,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,CN,China,AS,Asia
117.193.149.124,AS9829,National Internet Backbone,bsnl.co.in,IN,India,AS,Asia
112.18.220.127,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
147.124.65.168,AS54614,CIK Telecom INC,ciktel.com,CA,Canada,NA,North America
183.239.152.195,AS56040,China Mobile communications corporation,chinamobile.com,CN,China,AS,Asia
176.195.70.39,AS12714,PJSC MegaFon,wifire.ru,RU,Russia,EU,Europe
111.59.177.198,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
223.72.44.106,AS56048,China Mobile Communicaitons Corporation,chinamobile.com,CN,China,AS,Asia
209.50.40.9,AS54614,CIK Telecom INC,ciktel.com,CA,Canada,NA,North America
111.59.156.195,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
62.63.77.212,AS20985,ArtX LLC,artx.ru,RU,Russia,EU,Europe
120.198.32.107,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
119.94.253.80,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
183.157.61.145,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,CN,China,AS,Asia
156.34.254.171,AS855,Bell Canada,bell.ca,CA,Canada,NA,North America
49.149.7.214,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
58.69.162.65,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
91.205.25.139,AS47733,Digital Networks Ltd,k-itv.ru,RU,Russia,EU,Europe
36.136.79.2,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
49.151.73.134,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
183.234.82.76,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
112.5.55.137,AS9808,"China Mobile Communications Group Co., Ltd.",10086.cn,CN,China,AS,Asia
79.174.24.79,AS210125,PRIAM NET Sh.p.k.,priamnet.al,AL,Albania,EU,Europe
119.92.49.246,AS9299,Philippine Long Distance Telephone Company,pldt.com,PH,Philippines,AS,Asia
